run_accession	experiment_alias	experiment_title	fastq_ftp	fastq_md5	fastq_bytes	submitted_ftp
SRR10470308	GSM4164010	Illumina NovaSeq 6000 sequencing: GSM4164010: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G3_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR10470308/SRR10470308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR10470308/SRR10470308_2.fastq.gz	fd37fa58a71709e4d5a4a211c0edb657;b84b191e9c19c8241aaa65ec3e15f506	85147653;91501842	
SRR10470309	GSM4164011	Illumina NovaSeq 6000 sequencing: GSM4164011: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G4_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR10470309/SRR10470309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR10470309/SRR10470309_2.fastq.gz	9fdfb79caef764e35de75f6018419f6b;b125788d0698f9cab30b3393a45ed2a2	103615055;113550002	
SRR10470311	GSM4164013	Illumina NovaSeq 6000 sequencing: GSM4164013: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G4_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/011/SRR10470311/SRR10470311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/011/SRR10470311/SRR10470311_2.fastq.gz	96501c8830fd52e4f814021f72d454e8;432b09b24ed4365d02efe5e0adc5962d	278907435;298194353	
SRR10470312	GSM4164014	Illumina NovaSeq 6000 sequencing: GSM4164014: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G4_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10470312/SRR10470312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10470312/SRR10470312_2.fastq.gz	33418c6ebd36719c314128affeafc977;53b36031affc730555811b7a1f4d7e34	212693774;231584057	
SRR10470315	GSM4164017	Illumina NovaSeq 6000 sequencing: GSM4164017: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G4_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/015/SRR10470315/SRR10470315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/015/SRR10470315/SRR10470315_2.fastq.gz	e860d92103a60c3fbf4ab28bd4f30794;5d65e4a3d9883cedfc582f80ef1af9f1	121126178;131149221	
SRR10470323	GSM4167187	Illumina NovaSeq 6000 sequencing: GSM4167187: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_A8_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/023/SRR10470323/SRR10470323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/023/SRR10470323/SRR10470323_2.fastq.gz	3554b3246a53bfe9696bba92ef3a5c6f;b7db4cff93de79c093f58f5c0925ab0d	112203378;121834418	
SRR10470324	GSM4167188	Illumina NovaSeq 6000 sequencing: GSM4167188: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_A8_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/024/SRR10470324/SRR10470324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/024/SRR10470324/SRR10470324_2.fastq.gz	5dfaeced6ee0e5558188736bbbeefca9;cb1eaa8beac5790d94e3985e5ef171bf	113491342;122313525	
SRR10470325	GSM4167189	Illumina NovaSeq 6000 sequencing: GSM4167189: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_A8_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/025/SRR10470325/SRR10470325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/025/SRR10470325/SRR10470325_2.fastq.gz	8645b59abd41f0fc46f3eea5ee3ba8a8;fd1cd2504cd923ecd3c16d8f46a44a51	142292594;154104104	
SRR10470332	GSM4167196	Illumina NovaSeq 6000 sequencing: GSM4167196: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_A9_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/032/SRR10470332/SRR10470332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/032/SRR10470332/SRR10470332_2.fastq.gz	76671df30f1df0279ecb43c9c82c5da3;7ab2271635cd241d4a3d2e6ccd6b25ac	172979113;186146037	
SRR10470335	GSM4167199	Illumina NovaSeq 6000 sequencing: GSM4167199: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B10_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/035/SRR10470335/SRR10470335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/035/SRR10470335/SRR10470335_2.fastq.gz	a054ca8e090efe42d8661ce13a0fa13b;4facff598d49c715c3c654929c29ea57	201779187;215841407	
SRR10470336	GSM4167200	Illumina NovaSeq 6000 sequencing: GSM4167200: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B10_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/036/SRR10470336/SRR10470336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/036/SRR10470336/SRR10470336_2.fastq.gz	66a8cc7be7b03c77103f0bce7497b04e;0ff0c1283457a499f321b80b856911f4	221057981;241099940	
SRR10470339	GSM4167203	Illumina NovaSeq 6000 sequencing: GSM4167203: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B10_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/039/SRR10470339/SRR10470339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/039/SRR10470339/SRR10470339_2.fastq.gz	86bed3304f831b249452315e4a136781;1469428b4c825a8af471a33fb8a8fcd5	167737764;182150177	
SRR10470340	GSM4167204	Illumina NovaSeq 6000 sequencing: GSM4167204: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B10_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/040/SRR10470340/SRR10470340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/040/SRR10470340/SRR10470340_2.fastq.gz	2c2333f823c85098f3045758f5c537df;ff37dc5a847255e0c0a94dec641ee419	151570600;164238597	
SRR10470341	GSM4167205	Illumina NovaSeq 6000 sequencing: GSM4167205: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B11_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/041/SRR10470341/SRR10470341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/041/SRR10470341/SRR10470341_2.fastq.gz	7db5196063617ee69914c2126b60e9fa;c989621bcb93ee01b2187b562b35330b	116509034;126406474	
SRR10470342	GSM4167206	Illumina NovaSeq 6000 sequencing: GSM4167206: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B11_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/042/SRR10470342/SRR10470342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/042/SRR10470342/SRR10470342_2.fastq.gz	e8247b7f298b313dbc37736c479dbcb9;69f74a84f6d9e88c43970b5a62b16afb	122421313;131647016	
SRR10470343	GSM4167207	Illumina NovaSeq 6000 sequencing: GSM4167207: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B11_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/043/SRR10470343/SRR10470343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/043/SRR10470343/SRR10470343_2.fastq.gz	62ee7778e72b1d27e6d6286492aaa83d;f420e3fea8eaf258d2d1e63d64b0ef37	161167683;172547900	
SRR10470350	GSM4167214	Illumina NovaSeq 6000 sequencing: GSM4167214: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B12_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/050/SRR10470350/SRR10470350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/050/SRR10470350/SRR10470350_2.fastq.gz	f81d4857da8e5503d9b6c75f62676fe1;dbd747825b14b5e5281fa436e1614934	102934925;111013339	
SRR10470352	GSM4167216	Illumina NovaSeq 6000 sequencing: GSM4167216: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B12_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/052/SRR10470352/SRR10470352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/052/SRR10470352/SRR10470352_2.fastq.gz	ced922d873aba177fa988281a6a4365a;80d9c7887a116ea9f6024be3f63b6709	58069049;63990523	
SRR10470354	GSM4167218	Illumina NovaSeq 6000 sequencing: GSM4167218: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B12_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/054/SRR10470354/SRR10470354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/054/SRR10470354/SRR10470354_2.fastq.gz	5ca99e5b496cc013b39d9d64cbf9e06c;44f73b0f04093a56f37ee18624fa7ccf	126137125;134936307	
SRR10470355	GSM4167219	Illumina NovaSeq 6000 sequencing: GSM4167219: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B12_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/055/SRR10470355/SRR10470355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/055/SRR10470355/SRR10470355_2.fastq.gz	bc7d3fe24cd8b90ab3b4555de4439b63;c093be7b443a72402b47818fbabd9549	90737455;99022430	
SRR10470360	GSM4167224	Illumina NovaSeq 6000 sequencing: GSM4167224: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B1_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/060/SRR10470360/SRR10470360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/060/SRR10470360/SRR10470360_2.fastq.gz	cfe718b0136aa68b4a856ab313efea9f;21a5b305f2e45c9c59aef7d82578896f	115740207;125868409	
SRR10470361	GSM4167225	Illumina NovaSeq 6000 sequencing: GSM4167225: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B1_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/061/SRR10470361/SRR10470361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/061/SRR10470361/SRR10470361_2.fastq.gz	e22b685b81fb8f04265c71591c97c777;96d3d0999244fb24dd0fd98e5cb9c5fd	102943368;111690572	
SRR10470362	GSM4167226	Illumina NovaSeq 6000 sequencing: GSM4167226: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B1_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/062/SRR10470362/SRR10470362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/062/SRR10470362/SRR10470362_2.fastq.gz	060f5dd756455ad2b8cf21e32385e774;d6c2d98679a5d63c6bc1ec524b9879fd	95546519;103169360	
SRR10470363	GSM4167227	Illumina NovaSeq 6000 sequencing: GSM4167227: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B1_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/063/SRR10470363/SRR10470363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/063/SRR10470363/SRR10470363_2.fastq.gz	0b5e9c28d78d3319a63b097d9b3bd280;ec561ca83cb388d9d0f848ee243e476d	93355933;100859760	
SRR10470364	GSM4167228	Illumina NovaSeq 6000 sequencing: GSM4167228: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_B1_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/064/SRR10470364/SRR10470364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/064/SRR10470364/SRR10470364_2.fastq.gz	14c659d8293f10a9eee049a6d3d21fab;a6895dcfe30678015aeba5cf8ac5ca36	83064398;89334515	
SRR10470365	GSM4164451	Illumina NovaSeq 6000 sequencing: GSM4164451: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D1_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/065/SRR10470365/SRR10470365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/065/SRR10470365/SRR10470365_2.fastq.gz	d4a4d90b55abdad69239d60ee5c3ad7d;e132dec0c4da339b4a61eca579e3d9b8	77386364;81609320	
SRR10470370	GSM4164456	Illumina NovaSeq 6000 sequencing: GSM4164456: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D2_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/070/SRR10470370/SRR10470370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/070/SRR10470370/SRR10470370_2.fastq.gz	3968d5c23c178bd404274d151cc4bee4;6a8e9668ae629600eb2c33c5eb264489	148770935;159324968	
SRR10470377	GSM4164463	Illumina NovaSeq 6000 sequencing: GSM4164463: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D3_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/077/SRR10470377/SRR10470377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/077/SRR10470377/SRR10470377_2.fastq.gz	40ab32711cf3441126ff71619d04bac0;a3c4ce9ea3449c927893818436fe89b0	159323433;171390209	
SRR10470381	GSM4164467	Illumina NovaSeq 6000 sequencing: GSM4164467: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D4_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/081/SRR10470381/SRR10470381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/081/SRR10470381/SRR10470381_2.fastq.gz	431957f75e3ef069452e1ebf70a19a9c;7327ed12d716c13d035dd68bf5cfe171	227935450;247914916	
SRR10470382	GSM4164468	Illumina NovaSeq 6000 sequencing: GSM4164468: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D4_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/082/SRR10470382/SRR10470382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/082/SRR10470382/SRR10470382_2.fastq.gz	ac280ba6cce90834881ae5c3150fdb8f;a4dbb1fd60beb8e7767f0d351e67db2b	250432296;272449956	
SRR10470383	GSM4164469	Illumina NovaSeq 6000 sequencing: GSM4164469: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D4_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/083/SRR10470383/SRR10470383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/083/SRR10470383/SRR10470383_2.fastq.gz	b5e0d998f1e3e89e7a979a7d41269213;1fcb0d1faacc2c52e6badcc56dcada96	151047631;163512929	
SRR10470387	GSM4164473	Illumina NovaSeq 6000 sequencing: GSM4164473: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D5_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/087/SRR10470387/SRR10470387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/087/SRR10470387/SRR10470387_2.fastq.gz	d3f29467be287756f9da884531681027;97195a992e840b71f209b11a5735b855	95365380;103051505	
SRR10470390	GSM4164476	Illumina NovaSeq 6000 sequencing: GSM4164476: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D5_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/090/SRR10470390/SRR10470390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/090/SRR10470390/SRR10470390_2.fastq.gz	4de4e684e8bd4604defef8e22b9f107e;3e7feafed0db8cff1c8f94dcaf5e64e9	134413000;144442125	
SRR10470397	GSM4164483	Illumina NovaSeq 6000 sequencing: GSM4164483: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D6_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/097/SRR10470397/SRR10470397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/097/SRR10470397/SRR10470397_2.fastq.gz	fc77f8e0e130537b5535127052485f92;2943d6cb07e762d01c661f743fa1b075	154385503;167984490	
SRR10470398	GSM4164484	Illumina NovaSeq 6000 sequencing: GSM4164484: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D6_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/098/SRR10470398/SRR10470398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/098/SRR10470398/SRR10470398_2.fastq.gz	54b42cf751d9973213bf568963ea310d;ed075e2351830eb31cc603c806999da2	138562147;149895383	
SRR10470404	GSM4164490	Illumina NovaSeq 6000 sequencing: GSM4164490: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D7_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR10470404/SRR10470404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR10470404/SRR10470404_2.fastq.gz	d5afcdaf926ca73725f804979addfbcb;2992606ce2bfdfc8fcedec083f3e9d7b	126469399;139459232	
SRR10470407	GSM4164493	Illumina NovaSeq 6000 sequencing: GSM4164493: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D7_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR10470407/SRR10470407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR10470407/SRR10470407_2.fastq.gz	9cfa4e9d84f3efa0afd70cd8fba4e3f3;99a87b683ca721cec1bcd2f66a817c42	115088076;125899090	
SRR10470409	GSM4164495	Illumina NovaSeq 6000 sequencing: GSM4164495: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D7_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR10470409/SRR10470409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR10470409/SRR10470409_2.fastq.gz	8d2ec942af862df1f532507be84521d2;c0f0c99dc7008451240724f688a0ac23	101966261;111250757	
SRR10470412	GSM4164498	Illumina NovaSeq 6000 sequencing: GSM4164498: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_D8_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10470412/SRR10470412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10470412/SRR10470412_2.fastq.gz	e66ec4b879bb1b96017013513f14dd2c;b7ece16d2ab04e0a86fb282bf58f4be2	187082660;199892973	
SRR10470413	GSM4165093	Illumina NovaSeq 6000 sequencing: GSM4165093: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C12_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/013/SRR10470413/SRR10470413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/013/SRR10470413/SRR10470413_2.fastq.gz	f0f7b9ea199c7c18be6037397be2b592;a4e0373341b9330a88874b8d0cecaad7	110061869;118849679	
SRR10470416	GSM4165096	Illumina NovaSeq 6000 sequencing: GSM4165096: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C1_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/016/SRR10470416/SRR10470416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/016/SRR10470416/SRR10470416_2.fastq.gz	efc3e5fa047f3580ec607714eef36bc6;4bbe745a8a24fc049316d2d09e906067	51646228;55667748	
SRR10470419	GSM4165099	Illumina NovaSeq 6000 sequencing: GSM4165099: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C1_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/019/SRR10470419/SRR10470419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/019/SRR10470419/SRR10470419_2.fastq.gz	66644bee947c71da53450974589d7066;3b805d07561807ede64c2ab24a92ae9e	92893925;100095232	
SRR10470420	GSM4165100	Illumina NovaSeq 6000 sequencing: GSM4165100: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C1_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/020/SRR10470420/SRR10470420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/020/SRR10470420/SRR10470420_2.fastq.gz	6f6aefe8fc3b744a97b6315b5b88f195;efd3da1fd5414732b458350ab5e517a5	81919484;88964939	
SRR10470424	GSM4165104	Illumina NovaSeq 6000 sequencing: GSM4165104: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C2_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/024/SRR10470424/SRR10470424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/024/SRR10470424/SRR10470424_2.fastq.gz	ba570048a721f580f4cdd6be11de80d7;856c18ae34932b9001d66278f133d549	101081551;108416481	
SRR10470428	GSM4165108	Illumina NovaSeq 6000 sequencing: GSM4165108: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C2_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/028/SRR10470428/SRR10470428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/028/SRR10470428/SRR10470428_2.fastq.gz	5f3103dbb7e66c8bbc881660137da047;f56bb5c786b1dd008d9aa3a887ecb305	108809529;117171609	
SRR10470429	GSM4165109	Illumina NovaSeq 6000 sequencing: GSM4165109: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C2_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/029/SRR10470429/SRR10470429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/029/SRR10470429/SRR10470429_2.fastq.gz	c2c87e7ca98f7b684f69d287c55168fa;bb25fca0e96a5ae4fd925e67e85cd305	97177928;104267476	
SRR10470432	GSM4165112	Illumina NovaSeq 6000 sequencing: GSM4165112: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C3_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/032/SRR10470432/SRR10470432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/032/SRR10470432/SRR10470432_2.fastq.gz	9015f2338e736db4d445b65d60499d3d;174429fad79c88b16749f7cc1c6ff81f	72109916;77701759	
SRR10470436	GSM4165116	Illumina NovaSeq 6000 sequencing: GSM4165116: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C3_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/036/SRR10470436/SRR10470436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/036/SRR10470436/SRR10470436_2.fastq.gz	717c214766a6141135805260a8dffcd8;44626316fd3ad9fc8b8406f5c9a18240	77285083;84146058	
SRR10470440	GSM4165120	Illumina NovaSeq 6000 sequencing: GSM4165120: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C4_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/040/SRR10470440/SRR10470440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/040/SRR10470440/SRR10470440_2.fastq.gz	486891cfe561c563b3820acd1558a97e;718755c29625e93da861897c021e6b4c	95764816;103255459	
SRR10470442	GSM4165122	Illumina NovaSeq 6000 sequencing: GSM4165122: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C4_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/042/SRR10470442/SRR10470442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/042/SRR10470442/SRR10470442_2.fastq.gz	f24583223160c3e891a6c8dd5f303282;6b4b087f0159d487e0c99addf39539c6	97838953;106064505	
SRR10470447	GSM4165127	Illumina NovaSeq 6000 sequencing: GSM4165127: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C5_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/047/SRR10470447/SRR10470447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/047/SRR10470447/SRR10470447_2.fastq.gz	345bcd03a85cdd2cfebcbc008dca278d;05dc869aa68c447162313255ba53b160	69718801;76118795	
SRR10470448	GSM4165128	Illumina NovaSeq 6000 sequencing: GSM4165128: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C5_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/048/SRR10470448/SRR10470448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/048/SRR10470448/SRR10470448_2.fastq.gz	a601ce71deed7c5cbacd990cf0ae8adc;3198f2199073d4478abcfc9bed43cd88	64584786;69940893	
SRR10470449	GSM4165129	Illumina NovaSeq 6000 sequencing: GSM4165129: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_C5_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/049/SRR10470449/SRR10470449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/049/SRR10470449/SRR10470449_2.fastq.gz	3575b5de3644afb33ba78978d9a3cd06;73cd81d088c21a5ecf5f5afdc78f75ff	73116244;79505193	
