run_accession	experiment_alias	experiment_title	fastq_ftp	fastq_md5	fastq_bytes	submitted_ftp
SRR10475173	GSM4170694	Illumina NovaSeq 6000 sequencing: GSM4170694: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_E11_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/073/SRR10475173/SRR10475173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/073/SRR10475173/SRR10475173_2.fastq.gz	1248cb5e7d57484ed0ca68b8159e911d;fde78aa7865c975696a8dd64d844c792	142475721;167063689	
SRR10474575	GSM4169472	Illumina HiSeq 4000 sequencing: GSM4169472: 170727_NDARKD326LNK_hs_58yr_BA10_Pool_2292_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/075/SRR10474575/SRR10474575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/075/SRR10474575/SRR10474575_2.fastq.gz	0e360efad3e237c6b875d0fc9c55c15e;14241072872a901bbe39a47c2b712294	160067764;170287624	
SRR10473303	GSM4166901	Illumina NovaSeq 6000 sequencing: GSM4166901: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F7_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR10473303/SRR10473303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR10473303/SRR10473303_2.fastq.gz	f68f0916a9758cf29dd61c77b4e11baf;178abac14d8e288eb17cf4f16ff22d2f	147676278;160904287	
SRR10475177	GSM4170698	Illumina NovaSeq 6000 sequencing: GSM4170698: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_E12_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/077/SRR10475177/SRR10475177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/077/SRR10475177/SRR10475177_2.fastq.gz	92553c8e73ce0a21ed2b391e66665a09;5af8c700741c20ae7d6bc3cc2c59c030	134272253;155319380	
SRR10474578	GSM4169475	Illumina HiSeq 4000 sequencing: GSM4169475: 170727_NDARKD326LNK_hs_58yr_BA10_Pool_2293_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/078/SRR10474578/SRR10474578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/078/SRR10474578/SRR10474578_2.fastq.gz	499e5df51acd01933bece16008fc4ea2;89987616c0d4e3f9f7bbce83c156575b	183308114;193800009	
SRR10475182	GSM4170703	Illumina NovaSeq 6000 sequencing: GSM4170703: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_E2_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/082/SRR10475182/SRR10475182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/082/SRR10475182/SRR10475182_2.fastq.gz	8e3cad8d12d2acdffeb5db0805d5de68;246139ef08ccb9488893ac890dc66e65	69877122;81658961	
SRR10473306	GSM4166904	Illumina NovaSeq 6000 sequencing: GSM4166904: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F7_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10473306/SRR10473306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10473306/SRR10473306_2.fastq.gz	d5cf1e4d09c06deabeb8753d73915d0f;d2ac9cbf2547243683a3f09e65cf790c	147899700;160592376	
SRR10474580	GSM4169477	Illumina HiSeq 4000 sequencing: GSM4169477: 170727_NDARKD326LNK_hs_58yr_BA10_Pool_2294_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/080/SRR10474580/SRR10474580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/080/SRR10474580/SRR10474580_2.fastq.gz	64710bfd7d2272fbb30e006aa76ee48a;00b9138d3ac0a366192521a60c6631d6	200468838;214693656	
SRR10473312	GSM4166910	Illumina NovaSeq 6000 sequencing: GSM4166910: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F8_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10473312/SRR10473312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10473312/SRR10473312_2.fastq.gz	a596c66cb64ce979135e8d9e77fe0181;deba79b22a7fa9825fea565ba39335d3	131609532;143260264	
SRR10475184	GSM4170705	Illumina NovaSeq 6000 sequencing: GSM4170705: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_E2_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/084/SRR10475184/SRR10475184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/084/SRR10475184/SRR10475184_2.fastq.gz	ac47ec527574bb948a6d81be2621dacd;3c51cb48a9d8526203df374068716b3c	100914910;118196227	
SRR10474581	GSM4169478	Illumina HiSeq 4000 sequencing: GSM4169478: 170727_NDARKD326LNK_hs_58yr_BA10_Pool_2294_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/081/SRR10474581/SRR10474581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/081/SRR10474581/SRR10474581_2.fastq.gz	16f5c780f7bc97f3b768ab172f1b1c8d;90f7a8b3cb4c7c81143dc0451d5026bd	246318595;260377419	
SRR10473313	GSM4166911	Illumina NovaSeq 6000 sequencing: GSM4166911: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F8_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/013/SRR10473313/SRR10473313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/013/SRR10473313/SRR10473313_2.fastq.gz	6586d75da3e558df7a8addd46abd29a4;400faf3c25b53a6b1325f50d7b39ad18	137056492;148135969	
SRR10474583	GSM4169480	Illumina HiSeq 4000 sequencing: GSM4169480: 170727_NDARKD326LNK_hs_58yr_BA10_Pool_2295_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/083/SRR10474583/SRR10474583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/083/SRR10474583/SRR10474583_2.fastq.gz	94fa3072f9b8ed9e6571e32d24d95605;3d35ac5ac767d4e85500e667effb67a2	181639984;195902325	
SRR10475188	GSM4170709	Illumina NovaSeq 6000 sequencing: GSM4170709: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_E4_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/088/SRR10475188/SRR10475188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/088/SRR10475188/SRR10475188_2.fastq.gz	178413c62eeb5da4ef2a19db35e1fede;03ca6c114c05ab49c99261bd17f0f689	107021379;126012510	
SRR10475191	GSM4170712	Illumina NovaSeq 6000 sequencing: GSM4170712: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_E4_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/091/SRR10475191/SRR10475191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/091/SRR10475191/SRR10475191_2.fastq.gz	c74a9b8b684104c36180e2d8a47f7cf7;c379f3a4cec66fd3911dd8ddd1a7f7ce	161385633;188035930	
SRR10474585	GSM4169482	Illumina HiSeq 4000 sequencing: GSM4169482: 170727_NDARKD326LNK_hs_58yr_BA10_Pool_2295_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/085/SRR10474585/SRR10474585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/085/SRR10474585/SRR10474585_2.fastq.gz	d45933e9e80543b23421e055e14bceb1;552ac6f718fe5f87d4f5c4046be5d48b	192499744;204127864	
SRR10473315	GSM4166913	Illumina NovaSeq 6000 sequencing: GSM4166913: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F8_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/015/SRR10473315/SRR10473315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/015/SRR10473315/SRR10473315_2.fastq.gz	de22a4a9995e3fc51c455ee555fc4cf9;bf585d719f96f15aa6932ec70d4323ff	102285323;111639707	
SRR10475192	GSM4170713	Illumina NovaSeq 6000 sequencing: GSM4170713: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_E5_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/092/SRR10475192/SRR10475192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/092/SRR10475192/SRR10475192_2.fastq.gz	aae9032e111e998549dcb85d2168e22c;0df8e57d8d07eb664c98ab3adde8667c	109816994;130697271	
SRR10473320	GSM4166918	Illumina NovaSeq 6000 sequencing: GSM4166918: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F9_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/020/SRR10473320/SRR10473320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/020/SRR10473320/SRR10473320_2.fastq.gz	e07f95e37980f3af4d2bc716af5d3121;807f5c34971aa227712eae96532e5356	123074707;133089322	
SRR10474594	GSM4170067	Illumina NovaSeq 6000 sequencing: GSM4170067: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2498_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10474594/SRR10474594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10474594/SRR10474594_2.fastq.gz	70256ed4a007ca235d90f56742e782f7;6a400671c6057f846e61a91d96345644	167929869;236216721	
SRR10475194	GSM4170715	Illumina NovaSeq 6000 sequencing: GSM4170715: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_E5_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10475194/SRR10475194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10475194/SRR10475194_2.fastq.gz	bae9d303e66677f6048bbe9cd10a468a;e2d8d31d6ff2c466e172b197ada94255	157124217;187473100	
SRR10473321	GSM4166919	Illumina NovaSeq 6000 sequencing: GSM4166919: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F9_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/021/SRR10473321/SRR10473321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/021/SRR10473321/SRR10473321_2.fastq.gz	e3f8e71a582e25a199f5635633b273f7;2d45261c39f0c8c053c1a4f9f1023a29	138085053;147886329	
SRR10475197	GSM4170718	Illumina NovaSeq 6000 sequencing: GSM4170718: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_E6_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/097/SRR10475197/SRR10475197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/097/SRR10475197/SRR10475197_2.fastq.gz	44914c428cc39f58b1067643b6425611;2b15e58ab4c9b987431e9cd5da201a87	118182105;140269598	
SRR10473323	GSM4166921	Illumina NovaSeq 6000 sequencing: GSM4166921: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F9_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/023/SRR10473323/SRR10473323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/023/SRR10473323/SRR10473323_2.fastq.gz	f0e3650f4a9256e9803e761ddffe3b2f;e328ab554f6f0326969ac669ff6439b8	168775474;182426180	
SRR10474595	GSM4170068	Illumina NovaSeq 6000 sequencing: GSM4170068: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2498_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/095/SRR10474595/SRR10474595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/095/SRR10474595/SRR10474595_2.fastq.gz	eadc1c468d88082b5ef2c5ab751fa859;860088ad4f17fd0a5d08d81acd018339	385584063;500614220	
SRR10475199	GSM4170720	Illumina NovaSeq 6000 sequencing: GSM4170720: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_E7_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/099/SRR10475199/SRR10475199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/099/SRR10475199/SRR10475199_2.fastq.gz	08c16c044be8be5d6cf77cabe4fc62d2;c0bb67f002f919e4215576f71e27d321	91068850;107057327	
SRR10474596	GSM4170069	Illumina NovaSeq 6000 sequencing: GSM4170069: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2498_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/096/SRR10474596/SRR10474596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/096/SRR10474596/SRR10474596_2.fastq.gz	0db2b8b74ccae76318e93b50ec285143;ce9805f578e8ea3e9745d5a66192c000	578706427;750996514	
SRR10475200	GSM4170721	Illumina NovaSeq 6000 sequencing: GSM4170721: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_E7_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/000/SRR10475200/SRR10475200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/000/SRR10475200/SRR10475200_2.fastq.gz	d9d32a0d7fafc3ae95a8974c4f5b858c;505e3150a2928a8493fb461373427f87	106717247;125357830	
SRR10473327	GSM4166925	Illumina NovaSeq 6000 sequencing: GSM4166925: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G10_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/027/SRR10473327/SRR10473327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/027/SRR10473327/SRR10473327_2.fastq.gz	56ad7aee90860cdc1dd061af28214234;e12dcd3eca239f31958fa0fda7f707ea	87632018;95666801	
SRR10474597	GSM4170070	Illumina NovaSeq 6000 sequencing: GSM4170070: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2498_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/097/SRR10474597/SRR10474597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/097/SRR10474597/SRR10474597_2.fastq.gz	3a474f847a19d810fd40cd1eb760fb08;6465d63f6c0db49feb69f7b2d9d881a4	629637777;814041823	
SRR10475206	GSM4170727	Illumina NovaSeq 6000 sequencing: GSM4170727: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_E9_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10475206/SRR10475206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10475206/SRR10475206_2.fastq.gz	3456f0600d7bef513a5e0693a289c96c;8a008fed9d200e6ae03766db48d25210	130625370;155880946	
SRR10473330	GSM4166928	Illumina NovaSeq 6000 sequencing: GSM4166928: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G10_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/030/SRR10473330/SRR10473330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/030/SRR10473330/SRR10473330_2.fastq.gz	ba3819db9ee563b8a0323414c906114e;49915c56418e3f3a4225d240272eecc3	80421726;87814271	
SRR10474604	GSM4170077	Illumina NovaSeq 6000 sequencing: GSM4170077: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2501_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR10474604/SRR10474604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR10474604/SRR10474604_2.fastq.gz	8215e3496f51eba4a40e69da02b90615;4a38ed14e19b3d2a06dc8724806f959b	673635489;859550297	
SRR10475212	GSM4170733	Illumina NovaSeq 6000 sequencing: GSM4170733: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_F11_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10475212/SRR10475212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10475212/SRR10475212_2.fastq.gz	b1002c03a1d7596d993e01546b73522e;7037d0e0f38fe582a2d5b6a33539a69e	87621794;102861577	
SRR10473332	GSM4166930	Illumina NovaSeq 6000 sequencing: GSM4166930: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G10_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/032/SRR10473332/SRR10473332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/032/SRR10473332/SRR10473332_2.fastq.gz	095f07f09b29f49e90bd8971ade639cf;0e9e755378d0b7ff66adf97327310a7d	86306450;94205392	
SRR10474605	GSM4170078	Illumina NovaSeq 6000 sequencing: GSM4170078: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2501_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR10474605/SRR10474605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR10474605/SRR10474605_2.fastq.gz	7f62487dbc147d08876e5a6ae47c6060;3e0b5b30677ebd96aa66fa7060057854	1396580412;1774907673	
SRR10473337	GSM4166935	Illumina NovaSeq 6000 sequencing: GSM4166935: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G11_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/037/SRR10473337/SRR10473337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/037/SRR10473337/SRR10473337_2.fastq.gz	8de723e22dfd19404c27121bf463e3c3;834ae1d24535e86a6f99b973053e7586	118737946;129439906	
SRR10474606	GSM4170079	Illumina NovaSeq 6000 sequencing: GSM4170079: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2501_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10474606/SRR10474606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10474606/SRR10474606_2.fastq.gz	e7703d008df7843b6abb8544441e5aae;a3f192f2e021f0379196b32a73685efb	465186677;605899824	
SRR10474611	GSM4170084	Illumina NovaSeq 6000 sequencing: GSM4170084: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2504_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/011/SRR10474611/SRR10474611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/011/SRR10474611/SRR10474611_2.fastq.gz	3124d617342bb5269e308403595f257b;44e1bf25c95446b39ddfcadc7f80c294	411471299;552729064	
SRR10473339	GSM4166937	Illumina NovaSeq 6000 sequencing: GSM4166937: 190321_mCTseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G11_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/039/SRR10473339/SRR10473339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/039/SRR10473339/SRR10473339_2.fastq.gz	0ae61c14ec81494279faeda713150883;a4b13e5944f92f513159f790891db115	157878002;170445220	
SRR10473344	GSM4167422	Illumina NovaSeq 6000 sequencing: GSM4167422: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D2_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/044/SRR10473344/SRR10473344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/044/SRR10473344/SRR10473344_2.fastq.gz	6a613317bbd31e173650fb36ac7ae77f;0fdafebb529ef708175d6aec6d32bc2a	109309068;117371352	
SRR10475214	GSM4170735	Illumina NovaSeq 6000 sequencing: GSM4170735: 171030_NDARKJ183CYT_hs_25yr_BA10_FCL2_F12_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/014/SRR10475214/SRR10475214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/014/SRR10475214/SRR10475214_2.fastq.gz	53f5702ec971dbe8526084219b994028;e4b938c6c4e75ea57e41eecdec6653b5	71535674;83377364	
SRR10474612	GSM4170085	Illumina NovaSeq 6000 sequencing: GSM4170085: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2504_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10474612/SRR10474612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10474612/SRR10474612_2.fastq.gz	a4ae7828d016e64fe186928a4c3a33c1;3058775e6f0b1777819be406235f8ff6	463154613;608877374	
SRR10473345	GSM4167423	Illumina NovaSeq 6000 sequencing: GSM4167423: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D2_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/045/SRR10473345/SRR10473345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/045/SRR10473345/SRR10473345_2.fastq.gz	b9788ea518b576df32e867c228046444;d642a67f446ca2e0d7f5e2da63db2bc7	97887701;104412648	
SRR10474615	GSM4170088	Illumina NovaSeq 6000 sequencing: GSM4170088: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2505_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/015/SRR10474615/SRR10474615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/015/SRR10474615/SRR10474615_2.fastq.gz	f38527a441c7eca7e0837e6d87f18cde;f1bb562462707e10ef8fbb4ce6c42d9a	311716707;412014993	
SRR10475218	GSM4171315	Illumina NovaSeq 6000 sequencing: GSM4171315: 171030_NDARKJ183CYT_hs_25yr_BA10_FCU2_D5_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/018/SRR10475218/SRR10475218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/018/SRR10475218/SRR10475218_2.fastq.gz	7ab7c239db8f4cfa73cbc6061700e8e7;232195bbb63083a1f44edd8176d32d00	217277559;256741624	
SRR10473348	GSM4167426	Illumina NovaSeq 6000 sequencing: GSM4167426: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D3_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/048/SRR10473348/SRR10473348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/048/SRR10473348/SRR10473348_2.fastq.gz	dd2e915a1177c726a6d76f7ab3254835;135ffa66c6581bc8e3d7c0ced8327a2b	161662923;172506465	
SRR10474622	GSM4170095	Illumina NovaSeq 6000 sequencing: GSM4170095: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2507_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/022/SRR10474622/SRR10474622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/022/SRR10474622/SRR10474622_2.fastq.gz	c128fefac93e45a9ec1dc5666eaa05a5;df243f4bd05b7fab2b9c0e3829574e36	769635107;995530202	
SRR10475219	GSM4171316	Illumina NovaSeq 6000 sequencing: GSM4171316: 171030_NDARKJ183CYT_hs_25yr_BA10_FCU2_D5_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/019/SRR10475219/SRR10475219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/019/SRR10475219/SRR10475219_2.fastq.gz	f43e336f4da2a5db2f6be1399bb6149f;82350981742a1cd87a169f7f8239fc13	231237316;274158175	
SRR10474628	GSM4170101	Illumina NovaSeq 6000 sequencing: GSM4170101: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2510_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/028/SRR10474628/SRR10474628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/028/SRR10474628/SRR10474628_2.fastq.gz	e190a6b08e6830657e07f9a5e7f2eb42;25da44406de17134f328f2411950f946	463626804;613325321	
SRR10475226	GSM4171323	Illumina NovaSeq 6000 sequencing: GSM4171323: 171030_NDARKJ183CYT_hs_25yr_BA10_FCU2_D7_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/026/SRR10475226/SRR10475226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/026/SRR10475226/SRR10475226_2.fastq.gz	70ec27c7e2ac95c46b5234324084fb02;e7f3a24eb475158e1be65177d522a3e0	154862483;184520311	
SRR10474629	GSM4170102	Illumina NovaSeq 6000 sequencing: GSM4170102: 170831_NDARKD326LNK_hs_58yr_BA10_pool_2510_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/029/SRR10474629/SRR10474629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/029/SRR10474629/SRR10474629_2.fastq.gz	8c1ee7c6644ed7eaebbec99bf200c0b3;eae73f576b91f92ca1cf9e4218daa32d	521521838;677036189	
SRR10473350	GSM4167428	Illumina NovaSeq 6000 sequencing: GSM4167428: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D3_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/050/SRR10473350/SRR10473350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/050/SRR10473350/SRR10473350_2.fastq.gz	48d865ba5ffce787f60aabdec65c5aa1;0f1cfdd8f649d5d6b49c10270b4b8bac	103037147;110606476	
SRR10475232	GSM4171329	Illumina NovaSeq 6000 sequencing: GSM4171329: 171030_NDARKJ183CYT_hs_25yr_BA10_FCU2_D9_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/032/SRR10475232/SRR10475232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/032/SRR10475232/SRR10475232_2.fastq.gz	430e372c110cfa7ff2604aee3a974585;62f8bfc30cba22bb01c5dad8cfdb6d1b	174754514;208291233	
