dataset	cell	uniq_preDedup	mapq30_preDedup	rate_preDedup	uniq_postDedup	mapq30_postDedup	rate_postDedup
droplethic	BC538302	228064	194146	85.12785884663954	228064	194146	85.12785884663954
droplethic	BC656863	267194	218230	81.67473820519922	267194	218230	81.67473820519922
droplethic	BC262212	298550	250278	83.83118405627198	298550	250278	83.83118405627198
droplethic	BC393000	293170	250356	85.39618651294471	293170	250356	85.39618651294471
droplethic	BC526990	320262	269330	84.09677076893294	320262	269330	84.09677076893294
droplethic	BC606205	197140	165662	84.03266714010348	197140	165662	84.03266714010348
droplethic	BC637918	155488	132578	85.26574398024285	155488	132578	85.26574398024285
droplethic	BC5319	352780	298260	84.54560916151709	352780	298260	84.54560916151709
droplethic	BC11505	200380	168856	84.26789100708653	200380	168856	84.26789100708653
droplethic	BC474925	306732	254986	83.1298984129468	306732	254986	83.1298984129468
droplethic	BC475208	309702	264652	85.45375877456394	309702	264652	85.45375877456394
droplethic	BC498970	269758	224324	83.15749671928172	269758	224324	83.15749671928172
droplethic	BC522096	257088	217644	84.65739357729649	257088	217644	84.65739357729649
droplethic	BC587375	453860	381350	84.02370775128894	453860	381350	84.02370775128894
droplethic	BC629292	426040	355070	83.34193972396957	426040	355070	83.34193972396957
droplethic	BC669967	213706	176384	82.53582023901996	213706	176384	82.53582023901996
droplethic	BC733690	390764	327938	83.9222651011864	390764	327938	83.9222651011864
droplethic	BC145701	397880	332116	83.47139841158138	397880	332116	83.47139841158138
droplethic	BC103155	348250	298616	85.7475951184494	348250	298616	85.7475951184494
droplethic	BC345830	173726	144200	83.00427109356113	173726	144200	83.00427109356113
droplethic	BC93501	222446	189042	84.98332179495249	222446	189042	84.98332179495249
droplethic	BC537143	210524	181330	86.13269745967206	210524	181330	86.13269745967206
droplethic	BC311374	332874	282082	84.74137361283849	332874	282082	84.74137361283849
droplethic	BC198838	384130	321050	83.57847603675839	384130	321050	83.57847603675839
droplethic	BC139709	318614	266236	83.56067216129863	318614	266236	83.56067216129863
droplethic	BC169190	251952	208984	82.9459579602464	251952	208984	82.9459579602464
droplethic	BC461137	287400	247728	86.19624217118998	287400	247728	86.19624217118998
droplethic	BC549566	299338	253254	84.60469435888527	299338	253254	84.60469435888527
droplethic	BC516968	284776	243356	85.45523499171279	284776	243356	85.45523499171279
droplethic	BC564358	179296	144992	80.86739246832055	179296	144992	80.86739246832055
droplethic	BC691937	293294	245522	83.71190682386957	293294	245522	83.71190682386957
droplethic	BC3160	634214	544180	85.80384538972649	634214	544180	85.80384538972649
droplethic	BC458626	362612	295534	81.50143955522708	362612	295534	81.50143955522708
droplethic	BC548514	300390	250580	83.41822297679683	300390	250580	83.41822297679683
droplethic	BC561177	271540	222058	81.7772703837372	271540	222058	81.7772703837372
droplethic	BC277931	287682	244602	85.02513191649112	287682	244602	85.02513191649112
droplethic	BC324891	212462	171538	80.73820259622897	212462	171538	80.73820259622897
droplethic	BC233783	431580	360520	83.53491820751657	431580	360520	83.53491820751657
droplethic	BC392150	330066	280380	84.94664703422951	330066	280380	84.94664703422951
droplethic	BC268591	279494	234034	83.73489234115938	279494	234034	83.73489234115938
droplethic	BC302659	253676	213452	84.1435531938378	253676	213452	84.1435531938378
droplethic	BC355129	232626	198750	85.43756931727322	232626	198750	85.43756931727322
droplethic	BC477752	311060	260528	83.75490259113997	311060	260528	83.75490259113997
droplethic	BC517235	224308	190796	85.05982845016673	224308	190796	85.05982845016673
droplethic	BC672313	261684	223774	85.51306155515813	261684	223774	85.51306155515813
droplethic	BC446992	243556	194658	79.92330305966595	243556	194658	79.92330305966595
droplethic	BC139575	227770	191118	83.90832857707336	227770	191118	83.90832857707336
droplethic	BC89904	198322	168454	84.93964360988696	198322	168454	84.93964360988696
droplethic	BC536202	351418	295978	84.22391567876431	351418	295978	84.22391567876431
droplethic	BC646719	140014	119324	85.22290628080049	140014	119324	85.22290628080049
droplethic	BC691417	267496	229028	85.61922421269851	267496	229028	85.61922421269851
droplethic	BC195783	273958	235276	85.88031742091853	273958	235276	85.88031742091853
droplethic	BC474538	314048	265490	84.53803240269004	314048	265490	84.53803240269004
droplethic	BC453038	282026	246156	87.28131448873508	282026	246156	87.28131448873508
droplethic	BC74233	283152	240778	85.0348929197039	283152	240778	85.0348929197039
droplethic	BC322986	276302	233524	84.5176654530188	276302	233524	84.5176654530188
droplethic	BC694973	371362	311726	83.9412756286319	371362	311726	83.9412756286319
droplethic	BC543208	351188	298446	84.98183309224689	351188	298446	84.98183309224689
droplethic	BC109541	324876	267896	82.46100050480798	324876	267896	82.46100050480798
droplethic	BC680953	184606	145036	78.56516039565345	184606	145036	78.56516039565345
droplethic	BC48211	215120	184440	85.7381926366679	215120	184440	85.7381926366679
droplethic	BC145152	307992	264686	85.93924517519936	307992	264686	85.93924517519936
droplethic	BC320385	279258	238306	85.33542458944775	279258	238306	85.33542458944775
droplethic	BC735287	272004	226384	83.22818782076735	272004	226384	83.22818782076735
droplethic	BC429804	434900	364874	83.89836744079099	434900	364874	83.89836744079099
droplethic	BC611323	387820	322378	83.12567686039915	387820	322378	83.12567686039915
droplethic	BC726938	332832	266600	80.10047110854725	332832	266600	80.10047110854725
droplethic	BC289015	219836	175382	79.77856220091341	219836	175382	79.77856220091341
droplethic	BC507243	276308	236696	85.66382442781244	276308	236696	85.66382442781244
droplethic	BC158484	397056	330702	83.28850338491296	397056	330702	83.28850338491296
droplethic	BC245999	281284	237624	84.47832084299142	281284	237624	84.47832084299142
droplethic	BC651946	244646	206862	84.55564366472372	244646	206862	84.55564366472372
droplethic	BC121852	339730	287216	84.54243075383393	339730	287216	84.54243075383393
droplethic	BC425587	193334	160846	83.19592001406892	193334	160846	83.19592001406892
droplethic	BC551088	142852	118532	82.97538711393611	142852	118532	82.97538711393611
droplethic	BC162621	280634	238404	84.95193027216945	280634	238404	84.95193027216945
droplethic	BC28713	349702	293940	84.05442348056346	349702	293940	84.05442348056346
droplethic	BC682762	245972	210914	85.74715821312995	245972	210914	85.74715821312995
droplethic	BC717503	158122	135520	85.70597386827892	158122	135520	85.70597386827892
droplethic	BC11679	401106	332990	83.01795535344772	401106	332990	83.01795535344772
droplethic	BC384192	332738	279402	83.9705714405929	332738	279402	83.9705714405929
droplethic	BC371643	291416	246446	84.56845197243803	291416	246446	84.56845197243803
droplethic	BC228195	133554	111898	83.78483609626069	133554	111898	83.78483609626069
droplethic	BC222014	154396	132784	86.00222803699577	154396	132784	86.00222803699577
droplethic	BC296427	240658	201250	83.62489507932419	240658	201250	83.62489507932419
droplethic	BC196068	299056	253032	84.61024022256701	299056	253032	84.61024022256701
droplethic	BC409158	182774	155166	84.89500694847189	182774	155166	84.89500694847189
droplethic	BC514452	385698	322276	83.55656498089179	385698	322276	83.55656498089179
droplethic	BC624658	372986	310086	83.13609626098567	372986	310086	83.13609626098567
droplethic	BC730264	251466	213840	85.03734103218726	251466	213840	85.03734103218726
droplethic	BC409233	276400	196716	71.17076700434153	276400	196716	71.17076700434153
droplethic	BC237216	269410	232190	86.18462566348688	269410	232190	86.18462566348688
droplethic	BC210572	297792	242506	81.4346926713948	297792	242506	81.4346926713948
droplethic	BC508607	179500	154512	86.0791086350975	179500	154512	86.0791086350975
droplethic	BC427916	283778	245378	86.46829563954923	283778	245378	86.46829563954923
droplethic	BC287736	354740	299124	84.32203867621357	354740	299124	84.32203867621357
droplethic	BC464662	376650	317864	84.39240674366123	376650	317864	84.39240674366123
droplethic	BC609773	309040	256214	82.90641988092156	309040	256214	82.90641988092156
droplethic	BC170242	465938	395378	84.85635427889548	465938	395378	84.85635427889548
droplethic	BC352496	253946	216168	85.12360895623479	253946	216168	85.12360895623479
droplethic	BC367476	347898	294496	84.65009859211608	347898	294496	84.65009859211608
droplethic	BC435552	205790	176528	85.78065017736527	205790	176528	85.78065017736527
droplethic	BC373972	426886	364338	85.34784462362317	426886	364338	85.34784462362317
droplethic	BC6293	439420	370224	84.25287879477493	439420	370224	84.25287879477493
droplethic	BC79189	193550	168154	86.87884267631102	193550	168154	86.87884267631102
droplethic	BC652468	347762	291500	83.82169414714662	347762	291500	83.82169414714662
droplethic	BC157300	101750	84372	82.92088452088453	101750	84372	82.92088452088453
droplethic	BC176417	303032	258428	85.28076242773041	303032	258428	85.28076242773041
droplethic	BC58961	275594	232254	84.27396822862617	275594	232254	84.27396822862617
droplethic	BC603484	324198	251662	77.62601866760437	324198	251662	77.62601866760437
droplethic	BC162460	382322	317534	83.0540748374407	382322	317534	83.0540748374407
droplethic	BC451545	228870	195568	85.44938174509547	228870	195568	85.44938174509547
droplethic	BC518190	234958	201086	85.58380646753888	234958	201086	85.58380646753888
droplethic	BC322907	262042	225004	85.86562459453064	262042	225004	85.86562459453064
droplethic	BC376791	120254	105038	87.3467826434048	120254	105038	87.3467826434048
droplethic	BC432954	337220	283586	84.09524939208825	337220	283586	84.09524939208825
droplethic	BC569386	253456	204402	80.64595038192033	253456	204402	80.64595038192033
droplethic	BC459679	247260	208906	84.48839278492275	247260	208906	84.48839278492275
droplethic	BC59896	324148	272778	84.15230080086874	324148	272778	84.15230080086874
droplethic	BC596090	210570	180524	85.73111079451014	210570	180524	85.73111079451014
droplethic	BC424489	277404	234072	84.37946100272526	277404	234072	84.37946100272526
droplethic	BC482226	209474	180346	86.09469432960654	209474	180346	86.09469432960654
droplethic	BC494954	293570	249360	84.94055932145655	293570	249360	84.94055932145655
droplethic	BC341512	275124	231422	84.11552609005393	275124	231422	84.11552609005393
droplethic	BC707084	346984	293216	84.50418463099163	346984	293216	84.50418463099163
droplethic	BC186443	203372	172380	84.76093070825875	203372	172380	84.76093070825875
droplethic	BC454805	267496	228188	85.3052008254329	267496	228188	85.3052008254329
droplethic	BC669665	181104	141912	78.35939570633448	181104	141912	78.35939570633448
droplethic	BC146424	215678	178160	82.60462355919472	215678	178160	82.60462355919472
droplethic	BC309888	246658	207514	84.13025322511332	246658	207514	84.13025322511332
droplethic	BC665912	226390	189514	83.71129466849243	226390	189514	83.71129466849243
droplethic	BC176979	250638	208772	83.29622802607744	250638	208772	83.29622802607744
droplethic	BC665447	220018	189522	86.13931587415576	220018	189522	86.13931587415576
droplethic	BC223659	166072	139230	83.83713088299051	166072	139230	83.83713088299051
droplethic	BC723399	258434	219664	84.99810396464862	258434	219664	84.99810396464862
droplethic	BC180724	254144	216058	85.01400780659783	254144	216058	85.01400780659783
droplethic	BC349165	163898	132032	80.5574198586926	163898	132032	80.5574198586926
droplethic	BC698524	258124	220716	85.50774046582262	258124	220716	85.50774046582262
droplethic	BC243155	317500	268292	84.50141732283464	317500	268292	84.50141732283464
droplethic	BC311052	336666	285786	84.88709878633424	336666	285786	84.88709878633424
droplethic	BC121719	360202	297720	82.65362213424689	360202	297720	82.65362213424689
droplethic	BC331439	232018	195848	84.4106922738753	232018	195848	84.4106922738753
droplethic	BC714916	421780	351442	83.3235335957134	421780	351442	83.3235335957134
droplethic	BC360598	363732	304916	83.82985274872709	363732	304916	83.82985274872709
droplethic	BC607107	316936	267106	84.27758285584471	316936	267106	84.27758285584471
droplethic	BC378264	424432	362346	85.37197949259246	424432	362346	85.37197949259246
droplethic	BC372068	238730	198088	82.97574665940603	238730	198088	82.97574665940603
droplethic	BC555363	383356	324136	84.55221778190507	383356	324136	84.55221778190507
droplethic	BC73190	450650	389636	86.46088982580717	450650	389636	86.46088982580717
droplethic	BC138549	387080	327566	84.62488374496228	387080	327566	84.62488374496228
droplethic	BC345286	216152	181030	83.75124912098893	216152	181030	83.75124912098893
droplethic	BC423117	404758	336804	83.21120274336764	404758	336804	83.21120274336764
droplethic	BC672168	180074	149320	82.92146561968968	180074	149320	82.92146561968968
droplethic	BC231867	342018	284556	83.1991298703577	342018	284556	83.1991298703577
droplethic	BC44565	305900	259198	84.73291925465838	305900	259198	84.73291925465838
droplethic	BC499339	400116	332616	83.12989233122394	400116	332616	83.12989233122394
droplethic	BC699207	179480	149716	83.41653666146645	179480	149716	83.41653666146645
droplethic	BC235575	182352	146586	80.38628586470124	182352	146586	80.38628586470124
droplethic	BC367191	210840	182636	86.62303168279264	210840	182636	86.62303168279264
droplethic	BC498427	186920	147392	78.85298523432485	186920	147392	78.85298523432485
droplethic	BC132072	203554	168514	82.78589465203336	203554	168514	82.78589465203336
droplethic	BC473268	248864	211202	84.86643307187862	248864	211202	84.86643307187862
droplethic	BC593552	211184	178890	84.70812182741116	211184	178890	84.70812182741116
droplethic	BC44867	345290	293528	85.0091227663703	345290	293528	85.0091227663703
droplethic	BC310433	301196	249058	82.68967715374706	301196	249058	82.68967715374706
droplethic	BC216685	404336	342988	84.82747022278501	404336	342988	84.82747022278501
droplethic	BC239696	266246	225444	84.67507493070319	266246	225444	84.67507493070319
droplethic	BC520365	197558	168706	85.39568126828577	197558	168706	85.39568126828577
droplethic	BC355302	380688	325712	85.5587777917875	380688	325712	85.5587777917875
droplethic	BC374004	284120	237966	83.7554554413628	284120	237966	83.7554554413628
droplethic	BC174269	263592	220942	83.81969103766427	263592	220942	83.81969103766427
droplethic	BC205572	353746	295892	83.64532743833146	353746	295892	83.64532743833146
