dataset	cell	uniq_preDedup	mapq30_preDedup	rate_preDedup	uniq_postDedup	mapq30_postDedup	rate_postDedup
droplethic	BC165742	248388	202706	81.60861233231878	248388	202706	81.60861233231878
droplethic	BC194404	223376	186142	83.33124418021632	223376	186142	83.33124418021632
droplethic	BC590926	306122	256664	83.84369630408791	306122	256664	83.84369630408791
droplethic	BC735080	265452	225412	84.91629371788497	265452	225412	84.91629371788497
droplethic	BC299998	257768	217534	84.3913907079234	257768	217534	84.3913907079234
droplethic	BC362599	183452	151724	82.70501275538015	183452	151724	82.70501275538015
droplethic	BC508869	216642	181180	83.63105953600872	216642	181180	83.63105953600872
droplethic	BC433205	326438	278188	85.21924530845061	326438	278188	85.21924530845061
droplethic	BC701726	271624	233448	85.94527729508438	271624	233448	85.94527729508438
droplethic	BC285902	171000	142532	83.35204678362572	171000	142532	83.35204678362572
droplethic	BC541495	154292	131804	85.42503823918285	154292	131804	85.42503823918285
droplethic	BC17999	351202	294182	83.76432936031117	351202	294182	83.76432936031117
droplethic	BC149407	289890	239544	82.6327227569078	289890	239544	82.6327227569078
droplethic	BC293029	181826	154468	84.95374698887947	181826	154468	84.95374698887947
droplethic	BC512981	283010	243044	85.8782375181089	283010	243044	85.8782375181089
droplethic	BC627374	322006	273106	84.81394756619441	322006	273106	84.81394756619441
droplethic	BC137276	273252	228688	83.69124471184108	273252	228688	83.69124471184108
droplethic	BC243454	240166	202234	84.20592423573694	240166	202234	84.20592423573694
droplethic	BC426017	246498	204796	83.0822156772063	246498	204796	83.0822156772063
droplethic	BC455532	194002	167916	86.55374686858899	194002	167916	86.55374686858899
droplethic	BC467729	203100	167756	82.59773510585919	203100	167756	82.59773510585919
droplethic	BC272583	327136	279250	85.36205125696958	327136	279250	85.36205125696958
droplethic	BC173980	222700	189126	84.92411315671306	222700	189126	84.92411315671306
droplethic	BC498539	284722	242512	85.1750128195222	284722	242512	85.1750128195222
droplethic	BC328583	248442	212734	85.62722889044525	248442	212734	85.62722889044525
droplethic	BC442149	154676	132944	85.94998577672037	154676	132944	85.94998577672037
droplethic	BC561395	271042	230316	84.97428442824359	271042	230316	84.97428442824359
droplethic	BC312045	108362	94800	87.48454255181706	108362	94800	87.48454255181706
droplethic	BC663431	332372	282350	84.94999578785216	332372	282350	84.94999578785216
droplethic	BC650783	365222	304194	83.29016324317813	365222	304194	83.29016324317813
droplethic	BC610859	290416	244270	84.11037959341083	290416	244270	84.11037959341083
droplethic	BC676270	311158	256358	82.38836861015947	311158	256358	82.38836861015947
droplethic	BC15618	201762	170958	84.73250661670681	201762	170958	84.73250661670681
droplethic	BC599509	281872	238094	84.46883691888517	281872	238094	84.46883691888517
droplethic	BC348331	376982	317608	84.25017640099527	376982	317608	84.25017640099527
droplethic	BC412776	326272	274412	84.10528638681836	326272	274412	84.10528638681836
droplethic	BC173121	279318	232952	83.40028211572474	279318	232952	83.40028211572474
droplethic	BC642707	179482	143662	80.04256694264606	179482	143662	80.04256694264606
droplethic	BC392353	423126	353246	83.48482485122635	423126	353246	83.48482485122635
droplethic	BC186212	225680	177706	78.74246721020914	225680	177706	78.74246721020914
droplethic	BC11119	254804	215054	84.39977394389413	254804	215054	84.39977394389413
droplethic	BC341558	250046	213040	85.20032314054214	250046	213040	85.20032314054214
droplethic	BC696507	242006	203586	84.12436055304414	242006	203586	84.12436055304414
droplethic	BC385999	203586	169010	83.01651390567132	203586	169010	83.01651390567132
droplethic	BC626848	414230	343318	82.88100813557685	414230	343318	82.88100813557685
droplethic	BC10705	177120	149338	84.31458897922313	177120	149338	84.31458897922313
droplethic	BC544976	243816	205530	84.29717491879121	243816	205530	84.29717491879121
droplethic	BC642580	275920	229084	83.0255146419252	275920	229084	83.0255146419252
droplethic	BC496492	256098	211516	82.59182031878422	256098	211516	82.59182031878422
droplethic	BC706794	276236	239036	86.5332541739672	276236	239036	86.5332541739672
droplethic	BC719629	330954	284356	85.92009765707621	330954	284356	85.92009765707621
droplethic	BC581501	244620	212084	86.69937045212983	244620	212084	86.69937045212983
droplethic	BC415087	194048	162562	83.77411774406332	194048	162562	83.77411774406332
droplethic	BC352254	307900	258372	83.91425787593374	307900	258372	83.91425787593374
droplethic	BC651444	363242	304042	83.70232517164865	363242	304042	83.70232517164865
droplethic	BC249083	324516	272090	83.84486435183473	324516	272090	83.84486435183473
droplethic	BC406415	257904	219202	84.99364104472983	257904	219202	84.99364104472983
droplethic	BC381670	232528	189628	81.55060895892107	232528	189628	81.55060895892107
droplethic	BC118569	326066	262890	80.62478148595683	326066	262890	80.62478148595683
droplethic	BC678887	337090	281990	83.65421697469519	337090	281990	83.65421697469519
droplethic	BC137394	244768	205558	83.9807491175317	244768	205558	83.9807491175317
droplethic	BC708	265866	225868	84.9555791263268	265866	225868	84.9555791263268
droplethic	BC554982	208406	174078	83.5283053271019	208406	174078	83.5283053271019
droplethic	BC640030	418502	359312	85.85669841482239	418502	359312	85.85669841482239
droplethic	BC688914	267896	223666	83.48986173739063	267896	223666	83.48986173739063
droplethic	BC489256	206930	174054	84.11250181220703	206930	174054	84.11250181220703
droplethic	BC241748	193464	153688	79.44010255137907	193464	153688	79.44010255137907
droplethic	BC397827	211014	182330	86.40658913626584	211014	182330	86.40658913626584
droplethic	BC662270	213320	180512	84.620288768048	213320	180512	84.620288768048
droplethic	BC43573	353924	298434	84.3214927498559	353924	298434	84.3214927498559
droplethic	BC179957	210764	179936	85.37321364179842	210764	179936	85.37321364179842
droplethic	BC474419	312074	257950	82.65667758288099	312074	257950	82.65667758288099
droplethic	BC631847	264376	225672	85.36024450025721	264376	225672	85.36024450025721
droplethic	BC118572	256922	214472	83.47747565408957	256922	214472	83.47747565408957
droplethic	BC33036	301036	250576	83.23788516988002	301036	250576	83.23788516988002
droplethic	BC543729	376574	320984	85.23796119753355	376574	320984	85.23796119753355
droplethic	BC266172	293818	246646	83.94516333240306	293818	246646	83.94516333240306
droplethic	BC155622	236638	192504	81.34957191997904	236638	192504	81.34957191997904
droplethic	BC32240	226708	192658	84.98067999364822	226708	192658	84.98067999364822
droplethic	BC682761	195722	167244	85.44977059298392	195722	167244	85.44977059298392
droplethic	BC83839	106700	94310	88.3880037488285	106700	94310	88.3880037488285
droplethic	BC611748	339652	288530	84.94871221132217	339652	288530	84.94871221132217
droplethic	BC41888	247830	208500	84.13025057499092	247830	208500	84.13025057499092
droplethic	BC276850	202728	174030	85.84408665798509	202728	174030	85.84408665798509
droplethic	BC281385	343860	278266	80.92421334263945	343860	278266	80.92421334263945
droplethic	BC702195	358064	305804	85.40484382680191	358064	305804	85.40484382680191
droplethic	BC395922	168916	145812	86.3221956475408	168916	145812	86.3221956475408
droplethic	BC350170	270006	224706	83.22259505344326	270006	224706	83.22259505344326
droplethic	BC370893	192356	166110	86.35550749651688	192356	166110	86.35550749651688
droplethic	BC689766	371266	317758	85.58769184358384	371266	317758	85.58769184358384
droplethic	BC149983	262768	222680	84.74395664616696	262768	222680	84.74395664616696
droplethic	BC393455	259788	220084	84.71676905784717	259788	220084	84.71676905784717
droplethic	BC52324	223978	179908	80.32396038896677	223978	179908	80.32396038896677
droplethic	BC334867	230188	198320	86.15566406589396	230188	198320	86.15566406589396
droplethic	BC272958	277848	212090	76.33310299156373	277848	212090	76.33310299156373
droplethic	BC339723	296622	246980	83.26422180418176	296622	246980	83.26422180418176
droplethic	BC408877	368406	307994	83.60178715873249	368406	307994	83.60178715873249
droplethic	BC410962	171914	145804	84.81217352862478	171914	145804	84.81217352862478
droplethic	BC541626	407908	342010	83.84488659207469	407908	342010	83.84488659207469
droplethic	BC45438	281256	238160	84.67730466194499	281256	238160	84.67730466194499
droplethic	BC602049	353078	296664	84.02222738318446	353078	296664	84.02222738318446
droplethic	BC322171	365184	308082	84.36349894847528	365184	308082	84.36349894847528
droplethic	BC112571	410840	343432	83.59263947035342	410840	343432	83.59263947035342
droplethic	BC340485	146694	126616	86.31300530355706	146694	126616	86.31300530355706
droplethic	BC385165	300900	255230	84.82220006646726	300900	255230	84.82220006646726
droplethic	BC162901	92460	82188	88.89033095392602	92460	82188	88.89033095392602
droplethic	BC177409	398870	332980	83.4808333542257	398870	332980	83.4808333542257
droplethic	BC560670	303630	259930	85.60748279155551	303630	259930	85.60748279155551
droplethic	BC321245	174598	146364	83.82913893629939	174598	146364	83.82913893629939
droplethic	BC90729	154704	131142	84.76962457337883	154704	131142	84.76962457337883
droplethic	BC276665	237794	197830	83.19385686770903	237794	197830	83.19385686770903
droplethic	BC277514	345822	291524	84.29885895055838	345822	291524	84.29885895055838
droplethic	BC248976	183518	159498	86.91136564260727	183518	159498	86.91136564260727
droplethic	BC514375	186342	149332	80.13866975775724	186342	149332	80.13866975775724
droplethic	BC253210	193180	163762	84.7717154984988	193180	163762	84.7717154984988
droplethic	BC357040	160106	129314	80.76774137134149	160106	129314	80.76774137134149
droplethic	BC512760	218194	181386	83.13060854102312	218194	181386	83.13060854102312
droplethic	BC684015	268750	226680	84.3460465116279	268750	226680	84.3460465116279
droplethic	BC629599	302514	260320	86.05221576522078	302514	260320	86.05221576522078
droplethic	BC258067	186982	156474	83.68399097239306	186982	156474	83.68399097239306
droplethic	BC124419	290516	246856	84.97156783103168	290516	246856	84.97156783103168
droplethic	BC382368	182332	153628	84.25728890156418	182332	153628	84.25728890156418
droplethic	BC556339	228884	189108	82.62176473672253	228884	189108	82.62176473672253
droplethic	BC93513	391758	325846	83.17532762572813	391758	325846	83.17532762572813
droplethic	BC19496	163160	134846	82.64648198087767	163160	134846	82.64648198087767
droplethic	BC659016	237320	201112	84.74296308781392	237320	201112	84.74296308781392
droplethic	BC439526	356264	297430	83.48584195989491	356264	297430	83.48584195989491
droplethic	BC218221	402040	340144	84.60451696348622	402040	340144	84.60451696348622
droplethic	BC393480	328546	277020	84.31696018213583	328546	277020	84.31696018213583
droplethic	BC735375	283738	243378	85.77560989363427	283738	243378	85.77560989363427
droplethic	BC328384	235052	202958	86.34600003403503	235052	202958	86.34600003403503
droplethic	BC342262	341660	287440	84.13042205701575	341660	287440	84.13042205701575
droplethic	BC201427	195934	163978	83.69042636806272	195934	163978	83.69042636806272
droplethic	BC381596	376844	318638	84.55435140270245	376844	318638	84.55435140270245
droplethic	BC220235	311906	262390	84.12470423781524	311906	262390	84.12470423781524
droplethic	BC299393	265540	223900	84.3187467048279	265540	223900	84.3187467048279
droplethic	BC596181	271342	227070	83.68405923152332	271342	227070	83.68405923152332
droplethic	BC670097	298670	251990	84.37071014832424	298670	251990	84.37071014832424
droplethic	BC216098	195096	165336	84.74597121417149	195096	165336	84.74597121417149
droplethic	BC21405	395372	333988	84.47436844288417	395372	333988	84.47436844288417
droplethic	BC120888	116642	99042	84.91109548876048	116642	99042	84.91109548876048
droplethic	BC26769	325498	272190	83.62263362601307	325498	272190	83.62263362601307
droplethic	BC395332	176540	154052	87.26181035459386	176540	154052	87.26181035459386
droplethic	BC599430	275550	236394	85.78987479586281	275550	236394	85.78987479586281
droplethic	BC692709	141260	120644	85.40563499929209	141260	120644	85.40563499929209
droplethic	BC69678	481964	407692	84.58972039405432	481964	407692	84.58972039405432
droplethic	BC240020	290884	243618	83.75091101607514	290884	243618	83.75091101607514
droplethic	BC551208	408842	343932	84.12345111314396	408842	343932	84.12345111314396
droplethic	BC561000	296332	257088	86.75674581212964	296332	257088	86.75674581212964
droplethic	BC110236	287762	246210	85.56028940582843	287762	246210	85.56028940582843
droplethic	BC177698	329388	272202	82.63871179277933	329388	272202	82.63871179277933
droplethic	BC261145	311916	263486	84.47338385975712	311916	263486	84.47338385975712
droplethic	BC170311	273128	232610	85.1651972701444	273128	232610	85.1651972701444
droplethic	BC52289	320172	273378	85.38473070724486	320172	273378	85.38473070724486
droplethic	BC502736	248326	205616	82.80083438705573	248326	205616	82.80083438705573
droplethic	BC79956	226414	190940	84.33224093916454	226414	190940	84.33224093916454
droplethic	BC731089	259340	220612	85.06670779671474	259340	220612	85.06670779671474
droplethic	BC628178	224226	182132	81.22697635421405	224226	182132	81.22697635421405
droplethic	BC655899	305116	258304	84.65763840637659	305116	258304	84.65763840637659
droplethic	BC620329	235222	196196	83.40886481706643	235222	196196	83.40886481706643
droplethic	BC405793	246374	213528	86.66823609634133	246374	213528	86.66823609634133
droplethic	BC645495	458022	389520	85.04394985393715	458022	389520	85.04394985393715
droplethic	BC671412	364326	305396	83.8249260277883	364326	305396	83.8249260277883
droplethic	BC17434	245740	201798	82.1184992268251	245740	201798	82.1184992268251
droplethic	BC449781	219718	185964	84.63758089915255	219718	185964	84.63758089915255
droplethic	BC264199	294772	248174	84.19184997218188	294772	248174	84.19184997218188
droplethic	BC2767	488340	411908	84.3486095752959	488340	411908	84.3486095752959
droplethic	BC168832	241506	205024	84.89395708595232	241506	205024	84.89395708595232
droplethic	BC541657	214048	178642	83.45885035132306	214048	178642	83.45885035132306
droplethic	BC390347	277976	237054	85.27858520160014	277976	237054	85.27858520160014
droplethic	BC511402	184290	155520	84.38873514569428	184290	155520	84.38873514569428
droplethic	BC433679	254150	212660	83.6749950816447	254150	212660	83.6749950816447
droplethic	BC135002	219752	185924	84.60628344679456	219752	185924	84.60628344679456
droplethic	BC631720	361258	304436	84.27107496581391	361258	304436	84.27107496581391
droplethic	BC149930	240410	204894	85.22690403893348	240410	204894	85.22690403893348
droplethic	BC403829	207988	171208	82.31628747812374	207988	171208	82.31628747812374
droplethic	BC247419	307944	264460	85.87925077286779	307944	264460	85.87925077286779
droplethic	BC658036	511788	429152	83.85347057766106	511788	429152	83.85347057766106
droplethic	BC492354	384504	323362	84.09847491833635	384504	323362	84.09847491833635
droplethic	BC511453	363136	306794	84.48460081071555	363136	306794	84.48460081071555
droplethic	BC269522	222376	192160	86.41220275569306	222376	192160	86.41220275569306
droplethic	BC23041	333026	274652	82.47163885102064	333026	274652	82.47163885102064
droplethic	BC12465	237068	200490	84.5706717060084	237068	200490	84.5706717060084
droplethic	BC591061	261756	225258	86.05648008068583	261756	225258	86.05648008068583
droplethic	BC195799	218024	180070	82.59182475323817	218024	180070	82.59182475323817
droplethic	BC195968	269812	228560	84.71083569300106	269812	228560	84.71083569300106
droplethic	BC230538	251690	215998	85.81906313321943	251690	215998	85.81906313321943
droplethic	BC694130	231038	194040	83.98618409092876	231038	194040	83.98618409092876
droplethic	BC447766	385368	318942	82.76296942143614	385368	318942	82.76296942143614
droplethic	BC189293	252938	214406	84.76622729680791	252938	214406	84.76622729680791
droplethic	BC370183	129690	111626	86.07140103323309	129690	111626	86.07140103323309
droplethic	BC577761	312754	266076	85.0751709010916	312754	266076	85.0751709010916
droplethic	BC565212	210394	172960	82.20766751903571	210394	172960	82.20766751903571
droplethic	BC59428	277428	236340	85.18967083351356	277428	236340	85.18967083351356
droplethic	BC60912	298712	250258	83.77902461233563	298712	250258	83.77902461233563
droplethic	BC200224	244690	206358	84.33446401569333	244690	206358	84.33446401569333
droplethic	BC402961	107682	88358	82.05456808008766	107682	88358	82.05456808008766
droplethic	BC63239	362314	298570	82.4064209497839	362314	298570	82.4064209497839
droplethic	BC423931	287990	238990	82.98552033056703	287990	238990	82.98552033056703
droplethic	BC537517	198592	167858	84.52404930712214	198592	167858	84.52404930712214
droplethic	BC661279	316866	261162	82.42032909810456	316866	261162	82.42032909810456
droplethic	BC492576	219132	183192	83.59892667433328	219132	183192	83.59892667433328
droplethic	BC106387	235330	199928	84.95644414226831	235330	199928	84.95644414226831
droplethic	BC497697	264352	226400	85.64338457813824	264352	226400	85.64338457813824
droplethic	BC387215	310970	259948	83.59262951410103	310970	259948	83.59262951410103
droplethic	BC363231	404792	342884	84.70621949050377	404792	342884	84.70621949050377
droplethic	BC102028	329246	267946	81.38170243526118	329246	267946	81.38170243526118
droplethic	BC638864	214680	184306	85.85149990683809	214680	184306	85.85149990683809
droplethic	BC621386	426060	356586	83.69384593719194	426060	356586	83.69384593719194
droplethic	BC267659	214360	183904	85.7921253965292	214360	183904	85.7921253965292
droplethic	BC588647	240778	199086	82.68446452749005	240778	199086	82.68446452749005
droplethic	BC413508	152500	125468	82.27409836065574	152500	125468	82.27409836065574
droplethic	BC501516	270406	227370	84.08467267738142	270406	227370	84.08467267738142
droplethic	BC501718	187084	161356	86.24788864894913	187084	161356	86.24788864894913
droplethic	BC330557	206298	174760	84.71240632483106	206298	174760	84.71240632483106
droplethic	BC231511	239686	193702	80.814899493504	239686	193702	80.814899493504
droplethic	BC332636	342754	284616	83.0379805924949	342754	284616	83.0379805924949
droplethic	BC274101	125824	107682	85.58144710071211	125824	107682	85.58144710071211
droplethic	BC293345	259008	206390	79.68479738077589	259008	206390	79.68479738077589
droplethic	BC584855	405252	342696	84.56367889609429	405252	342696	84.56367889609429
droplethic	BC263343	295686	247548	83.71989204764513	295686	247548	83.71989204764513
droplethic	BC45026	371880	315296	84.78433903409702	371880	315296	84.78433903409702
droplethic	BC651237	235244	199502	84.80641376613218	235244	199502	84.80641376613218
droplethic	BC680036	236486	200150	84.63503124920715	236486	200150	84.63503124920715
droplethic	BC403096	214374	182786	85.26500415162286	214374	182786	85.26500415162286
droplethic	BC683527	227160	187710	82.63338615953514	227160	187710	82.63338615953514
droplethic	BC66843	315052	262248	83.23959219430444	315052	262248	83.23959219430444
droplethic	BC488617	369400	310882	84.15863562533839	369400	310882	84.15863562533839
droplethic	BC79539	203726	170608	83.7438520365589	203726	170608	83.7438520365589
droplethic	BC575022	321930	272568	84.6668530425869	321930	272568	84.6668530425869
droplethic	BC606287	315354	262800	83.33491885309843	315354	262800	83.33491885309843
droplethic	BC725896	350472	293490	83.7413545161953	350472	293490	83.7413545161953
droplethic	BC427235	349108	295876	84.7519965168372	349108	295876	84.7519965168372
droplethic	BC60486	400534	336870	84.10521953192487	400534	336870	84.10521953192487
droplethic	BC235050	239140	203192	84.96780128794848	239140	203192	84.96780128794848
droplethic	BC301284	263012	221432	84.19083539914529	263012	221432	84.19083539914529
droplethic	BC479988	205032	178024	86.82742206094659	205032	178024	86.82742206094659
droplethic	BC360806	444212	376076	84.66137790064204	444212	376076	84.66137790064204
droplethic	BC154600	321352	274256	85.34441982623416	321352	274256	85.34441982623416
droplethic	BC699435	215510	183952	85.35659598162498	215510	183952	85.35659598162498
droplethic	BC504762	367808	313006	85.10037845832608	367808	313006	85.10037845832608
droplethic	BC545885	264264	219306	82.98746707837617	264264	219306	82.98746707837617
droplethic	BC496953	238680	202592	84.880174291939	238680	202592	84.880174291939
droplethic	BC252292	255098	211712	82.99241859991062	255098	211712	82.99241859991062
droplethic	BC182538	187644	149764	79.81283707446015	187644	149764	79.81283707446015
droplethic	BC684420	336216	275134	81.83251243248388	336216	275134	81.83251243248388
droplethic	BC607659	255978	218408	85.32295744165515	255978	218408	85.32295744165515
droplethic	BC256833	201856	167562	83.01066106531388	201856	167562	83.01066106531388
droplethic	BC215458	404076	340400	84.24157831695028	404076	340400	84.24157831695028
droplethic	BC239586	353796	303718	85.84551549480491	353796	303718	85.84551549480491
droplethic	BC597934	198564	166178	83.68989343486231	198564	166178	83.68989343486231
droplethic	BC489098	171250	144586	84.42978102189781	171250	144586	84.42978102189781
droplethic	BC625023	254646	213272	83.7523463946027	254646	213272	83.7523463946027
droplethic	BC394030	182610	154754	84.74563276928974	182610	154754	84.74563276928974
droplethic	BC613697	342918	288942	84.25979388658513	342918	288942	84.25979388658513
droplethic	BC158426	315292	262910	83.38619438488766	315292	262910	83.38619438488766
droplethic	BC298408	342664	289868	84.59248710106694	342664	289868	84.59248710106694
droplethic	BC319420	413384	352888	85.36566485398563	413384	352888	85.36566485398563
droplethic	BC303196	272666	227096	83.28724520108851	272666	227096	83.28724520108851
droplethic	BC610555	338814	284676	84.02132143299863	338814	284676	84.02132143299863
droplethic	BC431056	260394	223102	85.67862546756069	260394	223102	85.67862546756069
droplethic	BC384258	368760	312272	84.68163575225078	368760	312272	84.68163575225078
droplethic	BC532196	263052	199900	75.99257941395618	263052	199900	75.99257941395618
droplethic	BC682491	392424	331408	84.45151163027745	392424	331408	84.45151163027745
droplethic	BC600503	410998	347704	84.59992506046258	410998	347704	84.59992506046258
droplethic	BC580965	153272	131348	85.69601753744976	153272	131348	85.69601753744976
droplethic	BC427093	78034	67058	85.93433631493964	78034	67058	85.93433631493964
droplethic	BC86038	211840	180612	85.25868580060423	211840	180612	85.25868580060423
droplethic	BC406839	211122	175084	82.93024886084822	211122	175084	82.93024886084822
droplethic	BC12661	259204	220800	85.18387061928057	259204	220800	85.18387061928057
droplethic	BC24933	384944	321626	83.55137370630533	384944	321626	83.55137370630533
droplethic	BC568055	316992	268308	84.64188370684434	316992	268308	84.64188370684434
droplethic	BC444879	200744	167060	83.22042003746064	200744	167060	83.22042003746064
droplethic	BC543899	349906	292244	83.52071699256372	349906	292244	83.52071699256372
droplethic	BC612660	179052	150336	83.96220092487098	179052	150336	83.96220092487098
droplethic	BC675729	188846	161290	85.40821621850608	188846	161290	85.40821621850608
droplethic	BC3632	254692	215402	84.57352409969688	254692	215402	84.57352409969688
droplethic	BC654555	214530	180584	84.17657204120636	214530	180584	84.17657204120636
droplethic	BC688921	251194	211528	84.20901773131524	251194	211528	84.20901773131524
droplethic	BC443222	333966	284920	85.31407388776103	333966	284920	85.31407388776103
droplethic	BC491836	350920	299766	85.42288840761427	350920	299766	85.42288840761427
droplethic	BC603518	233690	196784	84.20728315289486	233690	196784	84.20728315289486
droplethic	BC644504	268798	222652	82.83246155105321	268798	222652	82.83246155105321
droplethic	BC370591	373490	317958	85.13159656215696	373490	317958	85.13159656215696
droplethic	BC65816	314110	260068	82.79519913406132	314110	260068	82.79519913406132
droplethic	BC431212	273198	216022	79.07158910387338	273198	216022	79.07158910387338
droplethic	BC428723	288746	240316	83.22747328101515	288746	240316	83.22747328101515
droplethic	BC52683	299744	243246	81.15124906586954	299744	243246	81.15124906586954
droplethic	BC533545	265976	218740	82.24050290251752	265976	218740	82.24050290251752
droplethic	BC151776	391834	328798	83.91257522318125	391834	328798	83.91257522318125
droplethic	BC243099	215262	177532	82.47252185708578	215262	177532	82.47252185708578
droplethic	BC449480	377416	319332	84.61008542298154	377416	319332	84.61008542298154
droplethic	BC54769	291924	246652	84.49185404420328	291924	246652	84.49185404420328
droplethic	BC98071	183622	151134	82.30713095380727	183622	151134	82.30713095380727
droplethic	BC59866	202230	174562	86.31854818770707	202230	174562	86.31854818770707
droplethic	BC627110	288986	239692	82.94242627670545	288986	239692	82.94242627670545
droplethic	BC675744	183386	151830	82.79257958622796	183386	151830	82.79257958622796
droplethic	BC268057	339236	281270	82.91278048320343	339236	281270	82.91278048320343
droplethic	BC450426	355620	299284	84.15837129520274	355620	299284	84.15837129520274
droplethic	BC589602	337562	285374	84.53972899793223	337562	285374	84.53972899793223
droplethic	BC500572	400190	294910	73.69249606436942	400190	294910	73.69249606436942
droplethic	BC528323	258038	217076	84.12559390477371	258038	217076	84.12559390477371
droplethic	BC557423	178018	150086	84.30945185318339	178018	150086	84.30945185318339
droplethic	BC632078	248914	212890	85.52753159725849	248914	212890	85.52753159725849
droplethic	BC382179	366412	310458	84.72921192537362	366412	310458	84.72921192537362
droplethic	BC135345	392434	325682	82.99026078270487	392434	325682	82.99026078270487
droplethic	BC508250	227284	193366	85.07682018971859	227284	193366	85.07682018971859
droplethic	BC75301	237062	202756	85.52868026086003	237062	202756	85.52868026086003
droplethic	BC290111	351636	290804	82.70029234776871	351636	290804	82.70029234776871
droplethic	BC493553	285140	244496	85.74594935821	285140	244496	85.74594935821
droplethic	BC728784	193870	167080	86.18146180430185	193870	167080	86.18146180430185
droplethic	BC549878	221974	190634	85.88122933316515	221974	190634	85.88122933316515
droplethic	BC278722	353816	294930	83.35688606507337	353816	294930	83.35688606507337
droplethic	BC374200	257750	221330	85.87002909796314	257750	221330	85.87002909796314
droplethic	BC120855	279824	239764	85.6838584252959	279824	239764	85.6838584252959
droplethic	BC281397	386418	327694	84.80298536817644	386418	327694	84.80298536817644
droplethic	BC654319	256138	206674	80.68853508655491	256138	206674	80.68853508655491
droplethic	BC429261	296750	246502	83.06722830665544	296750	246502	83.06722830665544
droplethic	BC568038	354368	298402	84.20681325627596	354368	298402	84.20681325627596
droplethic	BC129771	233442	196342	84.1074014102004	233442	196342	84.1074014102004
droplethic	BC190135	280088	217492	77.65130958841507	280088	217492	77.65130958841507
droplethic	BC528811	311142	257058	82.61758296854812	311142	257058	82.61758296854812
droplethic	BC512996	344052	291226	84.64592561589527	344052	291226	84.64592561589527
droplethic	BC69713	270634	231270	85.4548948025747	270634	231270	85.4548948025747
droplethic	BC115026	409634	343874	83.94664505387736	409634	343874	83.94664505387736
droplethic	BC647130	172972	149382	86.36195453599427	172972	149382	86.36195453599427
droplethic	BC139075	232950	195036	83.72440437862203	232950	195036	83.72440437862203
droplethic	BC53464	251978	215236	85.41856828770766	251978	215236	85.41856828770766
droplethic	BC400656	219528	173332	78.95667067526693	219528	173332	78.95667067526693
droplethic	BC399656	280652	235936	84.0671008936334	280652	235936	84.0671008936334
droplethic	BC467513	417754	355082	84.99786955959728	417754	355082	84.99786955959728
droplethic	BC49962	309966	265320	85.5964847757496	309966	265320	85.5964847757496
droplethic	BC117174	206930	176210	85.15440003866041	206930	176210	85.15440003866041
droplethic	BC36583	340552	290586	85.32793817096949	340552	290586	85.32793817096949
droplethic	BC603629	310892	264020	84.923381753149	310892	264020	84.923381753149
droplethic	BC221454	259012	200004	77.21804395163159	259012	200004	77.21804395163159
droplethic	BC313355	145654	120232	82.54630837464127	145654	120232	82.54630837464127
droplethic	BC320605	475088	404738	85.19221702084667	475088	404738	85.19221702084667
droplethic	BC386642	240290	202204	84.14998543426692	240290	202204	84.14998543426692
droplethic	BC441686	284682	238880	83.91117106104355	284682	238880	83.91117106104355
droplethic	BC478555	292474	249772	85.39972783905579	292474	249772	85.39972783905579
droplethic	BC494323	326832	262890	80.4358202379204	326832	262890	80.4358202379204
droplethic	BC82730	238850	199440	83.5001046682018	238850	199440	83.5001046682018
droplethic	BC86647	263024	226396	86.07427459091186	263024	226396	86.07427459091186
droplethic	BC90350	229890	190986	83.0771238418374	229890	190986	83.0771238418374
droplethic	BC314869	254292	210772	82.88581630566435	254292	210772	82.88581630566435
droplethic	BC439732	279486	231342	82.77409244112407	279486	231342	82.77409244112407
droplethic	BC589516	358496	297022	82.85224939748282	358496	297022	82.85224939748282
droplethic	BC206332	224700	194774	86.68179795282599	224700	194774	86.68179795282599
droplethic	BC725006	359242	301758	83.9985302386692	359242	301758	83.9985302386692
droplethic	BC354604	312662	265586	84.94348529722193	312662	265586	84.94348529722193
droplethic	BC26213	221442	189710	85.67028838251099	221442	189710	85.67028838251099
droplethic	BC721134	367270	310626	84.57701418574891	367270	310626	84.57701418574891
droplethic	BC63651	193368	165598	85.63878201150139	193368	165598	85.63878201150139
droplethic	BC709915	211626	177698	83.96794344740249	211626	177698	83.96794344740249
droplethic	BC665660	171676	148214	86.33355856380624	171676	148214	86.33355856380624
droplethic	BC206324	245742	207026	84.24526535960479	245742	207026	84.24526535960479
droplethic	BC92832	218580	188372	86.1798883703907	218580	188372	86.1798883703907
droplethic	BC398532	312670	265014	84.7583714459334	312670	265014	84.7583714459334
droplethic	BC136073	243042	207658	85.44119946346721	243042	207658	85.44119946346721
droplethic	BC104040	352806	287618	81.52298997182588	352806	287618	81.52298997182588
droplethic	BC100575	405536	342008	84.33480628106999	405536	342008	84.33480628106999
droplethic	BC17216	447142	378362	84.61786188727518	447142	378362	84.61786188727518
droplethic	BC338731	189848	160096	84.3285154439341	189848	160096	84.3285154439341
droplethic	BC83921	348660	276930	79.42694889003614	348660	276930	79.42694889003614
droplethic	BC510717	313878	270062	86.04043609300429	313878	270062	86.04043609300429
droplethic	BC581822	347574	290274	83.51430199036751	347574	290274	83.51430199036751
