,Dataset,R1InputReads,R1InputReadsBP,R1WithAdapters,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1UniqueMappedReadsMapQ30,R1DeduppedReads,R1DeduppedReadsMapQ30,R2InputReads,R2InputReadsBP,R2WithAdapters,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2UniqueMappedReadsMapQ30,R2DeduppedReads,R2DeduppedReadsMapQ30,CisShortContact,CisLongContact,TransContact,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYCov,LambdaCYFrac,FinalmCReads,CellInputReadPairs,R1MappingRate,R2MappingRate,R1DuplicationRate,R2DuplicationRate,R1MappingRateMapQ30,R2MappingRateMapQ30,TotalContacts,CisShortRatio,CisLongRatio,TransRatio
SRR7770863,MethylHiC,21908679,2206645766,16522311,6214469,7561067,548572935,0.3451174304028098,758387,507867,622241,397940,21908679,2209061417,16229310,34306611,7578605,544822552,0.345917935079518,792075,575757,501152,380488,245098,28641,21222,428915,14097056,0.0304258562922641,436430,704807,0.6192191621252343,22885,883745,0.0258954788994562,0.0248554434690934,0,0,1123393,21908679,10.030158441923604,10.451461713600327,17.952048228674812,36.72922387400183,6.716869457710136,7.59713694010969,294961,0.8309505324432722,0.0971009726709632,0.0719484948857645
SRR7770873,MethylHiC,18001931,1812205874,12639554,5712210,7423026,542174369,0.4123460977602903,1244626,807003,1055805,668521,18001931,1814166950,12315447,25743778,7555792,549346873,0.4197211954650865,990272,727213,803509,592760,418312,39413,27986,182417,23657073,0.007710886296035,340280,1226528,0.2774335359649351,9968,1487779,0.0066999198133593,0.040989578516915,0,0,1859314,18001931,16.767097407445426,13.106131031664187,15.17090274508166,18.859767821366248,10.871617585604575,9.6245767485394,485711,0.8612364142463317,0.0811449606864987,0.0576186250671695
SRR7770832,MethylHiC,7578703,762387156,6646758,2198219,2123519,127528974,0.2801955690835226,332681,198375,317596,188147,7578703,763643138,6554864,4378603,2198898,134141488,0.2901417300559212,284940,216565,274308,208253,167580,7579,5778,71809,8023844,0.0089494511608151,223180,372073,0.5998285282726776,2900,540606,0.0053643503771693,0.0138008603548589,0,0,591904,7578703,15.66649509611169,12.958309116657526,4.534373769466848,3.731311855127395,9.341804806078963,9.8487969883096,180937,0.9261787251916412,0.0418875078065846,0.0319337670017741
SRR7770824,MethylHiC,12455331,1252905059,11376828,3472693,3180647,178165553,0.2553643094671671,443617,267290,421761,252634,12455331,1254876737,11228611,6334950,3301232,188306148,0.265045706131776,379606,287290,363783,274956,227341,10508,7526,107078,10718282,0.0099902204476426,289239,510572,0.5664999255736703,4046,722213,0.0056022253822625,0.0180840105603581,0,0,785544,12455331,13.947382403643031,11.498919191380672,4.92677241855024,4.168269205439323,8.403636115545044,8.70250863919894,245375,0.9265043301069792,0.042824248599083,0.0306714212939378
SRR7770826,MethylHiC,4187860,421491412,3630486,1040775,1079033,69098140,0.2576573715453716,253609,151220,240609,142428,4187860,422099520,3597593,2153134,1112113,71346356,0.2655563939577732,224016,164799,214209,157220,131618,6716,4790,53003,6263317,0.0084624488908991,156675,290821,0.5387334477221384,2107,412420,0.0051088695989525,0.0108631197123354,0,0,454818,4187860,23.503359026090955,20.14327680730285,5.126001048858675,4.377812299121486,14.014399930307968,14.818548115164557,143124,0.9196081719348256,0.0469243453229367,0.0334674827422375
SRR7770862,MethylHiC,25533072,2572163622,15091098,10558563,12994893,995184176,0.5089435771770824,791215,563993,523396,336565,25533072,2574921307,14229406,63927449,13049087,990111810,0.5110660793186186,1120784,841445,380174,347742,176494,15845,25878,325688,9910541,0.0328627872080848,314574,498206,0.6314135116799076,18921,630122,0.0300275184805482,0.0176016407865219,0,0,903570,25533072,6.088661137879319,8.588984041565514,33.84908021207889,66.07963711116504,4.34011268888478,6.448305540456585,218217,0.8088004142665328,0.072611208109359,0.1185883776241081
SRR7770848,MethylHiC,25293141,2547246717,19243870,5712056,8989183,637840489,0.3554000272247721,792351,526247,644931,406565,25293141,2550589520,18017403,57910041,9277046,657002291,0.3667810968989577,743207,602572,424137,382151,203247,20408,23782,395985,12215779,0.0324158614853788,374893,627904,0.5970546452960962,21856,776187,0.0281581629169259,0.02159939531456,0,0,1069068,25293141,8.814494042450798,8.011246252309194,18.605390792716868,42.93151167844221,5.854225016889744,6.495300335904338,247437,0.8214090859491507,0.0824775599445515,0.0961133541062977
SRR7770879,MethylHiC,40314019,4062807945,20080530,19754639,23281801,1848702711,0.5775112870785718,1834000,1251999,1277944,805408,40314019,4067098568,19577148,81456075,23388950,1838618010,0.5801691466186986,2476423,1725079,997059,750076,526721,43258,39247,304447,28908123,0.0105315381424107,240159,1564114,0.1535431560615147,17591,1855279,0.0094815927954771,0.0493877263971457,0,0,2275003,40314019,7.877397457353064,10.588004164359663,30.31930207197383,59.73793653184452,5.377586553548843,7.375615408130763,609226,0.8645740661101134,0.0710048487753313,0.0644210851145551
SRR21549383,snm3C-seq,1355056,193542987,1401,337416,1339517,165917059,0.98853257725142,1028507,928540,807475,732335,1355056,201709024,18285,357769,1340176,173929867,0.989018904015775,940955,823434,739069,650012,658766,8946,10056,794616,33956193,0.0234012099059514,1013593,1406964,0.7204114675286646,15585,2323175,0.0067084916116952,0.0589350289282385,0,0,1546544,1355056,76.7819296059699,70.21130060529363,21.49056836754636,21.45543623233842,69.31901573477604,61.44222848342308,677768,0.9719638578392606,0.0131992068082293,0.01483693535251
SRR21549344,snm3C-seq,1598059,226592023,2098,436383,1564215,193818368,0.97882180820608,1190049,1076785,888763,808168,1598059,236217710,21396,415583,1564990,203210961,0.9793067715272088,1107279,978276,824320,732703,742224,11316,10810,1398870,37670737,0.0371341288066649,1160931,1578706,0.7353687133639829,23000,2570290,0.0089484066000334,0.0649926242197851,0,0,1713083,1598059,76.07963099701767,70.75310385369875,25.31710879131868,25.55444472441002,68.83868266191028,62.510047987527074,764350,0.9710525282920128,0.0148047360502387,0.0141427356577484
SRR21549372,snm3C-seq,1787229,254755254,2309,488273,1761814,218230524,0.9857796622592851,1344434,1214866,969086,879827,1787229,265540360,23999,473854,1762640,228824452,0.9862418302299256,1242736,1095300,891626,791159,811203,12943,12273,1387994,40650856,0.0341442748462664,1215197,1680990,0.7229055497058281,23105,2765296,0.0083553442380128,0.0699802183388783,0,0,1860712,1787229,76.30964449141622,70.50424363454817,27.91866316978,28.252983739104685,68.95540618930262,62.139744928062456,836419,0.9698524304206384,0.0154743017554598,0.0146732678239016
