dataset,cell,uniq_preDedup,uniq_postDedup,rate_preDedup,rate_postDedup
droplethic,BC488773,255250,255250,82.16023506366308,82.16023506366308
droplethic,BC200491,262972,262972,84.37780448108543,84.37780448108543
droplethic,BC699893,274322,274322,85.28444674506602,85.28444674506602
droplethic,BC154916,201768,201768,85.97002497918402,85.97002497918402
droplethic,BC220736,325344,325344,77.29172814006098,77.29172814006098
droplethic,BC9959,297728,297728,84.0465122527945,84.0465122527945
droplethic,BC209665,136392,136392,80.16599214030148,80.16599214030148
droplethic,BC542578,171858,171858,86.09200619115782,86.09200619115782
droplethic,BC402023,439394,439394,84.00751944723869,84.00751944723869
droplethic,BC273067,350806,350806,84.54017320114251,84.54017320114251
droplethic,BC424802,177826,177826,81.37167793236085,81.37167793236085
droplethic,BC93623,344712,344712,83.64199679732647,83.64199679732647
droplethic,BC99245,305980,305980,85.683377998562,85.683377998562
droplethic,BC106809,254634,254634,85.94217582883668,85.94217582883668
droplethic,BC453954,355686,355686,83.64062684502623,83.64062684502623
droplethic,BC256998,264612,264612,84.75579338805497,84.75579338805497
droplethic,BC176155,263504,263504,83.96305179428016,83.96305179428016
droplethic,BC115627,410978,410978,84.13735041778392,84.13735041778392
droplethic,BC311632,290670,290670,86.32745037327554,86.32745037327554
droplethic,BC661521,186504,186504,83.73761420666581,83.73761420666581
droplethic,BC104328,475824,475824,84.4816570832913,84.4816570832913
droplethic,BC90429,229668,229668,84.73187383527527,84.73187383527527
droplethic,BC368707,284090,284090,84.5506705621458,84.5506705621458
droplethic,BC314756,154718,154718,83.37232901149187,83.37232901149187
droplethic,BC294714,282318,282318,84.91275795379678,84.91275795379678
droplethic,BC1566,339082,339082,83.95491356073163,83.95491356073163
droplethic,BC109276,206206,206206,87.33402519810286,87.33402519810286
droplethic,BC628005,191756,191756,84.62733890986462,84.62733890986462
droplethic,BC670580,268820,268820,84.49668923443197,84.49668923443197
droplethic,BC190610,285532,285532,85.05666615300562,85.05666615300562
droplethic,BC129222,251980,251980,86.38383998730058,86.38383998730058
droplethic,BC330347,329844,329844,83.12717527073404,83.12717527073404
droplethic,BC16546,203928,203928,83.25781648424935,83.25781648424935
droplethic,BC672059,224236,224236,87.01903351825754,87.01903351825754
droplethic,BC613501,245986,245986,85.93171969136455,85.93171969136455
droplethic,BC320613,186244,186244,83.65584931595112,83.65584931595112
droplethic,BC71518,294626,294626,84.38223374719135,84.38223374719135
droplethic,BC517845,239338,239338,84.61840576924683,84.61840576924683
droplethic,BC578112,138558,138558,85.20186492299254,85.20186492299254
droplethic,BC711134,159360,159360,81.78589357429719,81.78589357429719
droplethic,BC38646,283762,283762,86.77624206200971,86.77624206200971
droplethic,BC401306,255126,255126,83.94832357344998,83.94832357344998
droplethic,BC708755,318734,318734,82.8471389936436,82.8471389936436
droplethic,BC26940,392644,392644,84.23253634335428,84.23253634335428
droplethic,BC189532,396914,396914,85.21594098469694,85.21594098469694
droplethic,BC38899,414360,414360,84.16497731441258,84.16497731441258
droplethic,BC342223,200900,200900,84.41015430562469,84.41015430562469
droplethic,BC356573,241778,241778,82.84128415323147,82.84128415323147
droplethic,BC186459,350000,350000,83.48228571428571,83.48228571428571
droplethic,BC472162,168374,168374,83.27176404908121,83.27176404908121
droplethic,BC174181,162524,162524,86.57552115379882,86.57552115379882
droplethic,BC226167,335428,335428,82.3121504465936,82.3121504465936
droplethic,BC229914,260808,260808,86.21514677463881,86.21514677463881
droplethic,BC623570,251544,251544,82.92465731641383,82.92465731641383
droplethic,BC47603,172826,172826,82.51073333873376,82.51073333873376
droplethic,BC674045,341078,341078,85.83549803857183,85.83549803857183
droplethic,BC237085,258464,258464,83.86622508357063,83.86622508357063
droplethic,BC381678,203526,203526,84.40788891836915,84.40788891836915
droplethic,BC448449,285968,285968,84.67660717283053,84.67660717283053
droplethic,BC668496,189018,189018,84.31789565014972,84.31789565014972
droplethic,BC8208,402518,402518,84.63074943232353,84.63074943232353
droplethic,BC496259,298110,298110,82.76877662607762,82.76877662607762
droplethic,BC19874,211952,211952,85.71374650864347,85.71374650864347
droplethic,BC346322,158046,158046,84.56651860850639,84.56651860850639
droplethic,BC560127,186870,186870,84.03596082838337,84.03596082838337
droplethic,BC150239,202362,202362,85.00311323272156,85.00311323272156
droplethic,BC461766,257182,257182,82.73362832546601,82.73362832546601
droplethic,BC640878,191512,191512,84.35398304022725,84.35398304022725
droplethic,BC684659,423200,423200,83.09404536862004,83.09404536862004
droplethic,BC115868,335356,335356,84.00923198034327,84.00923198034327
droplethic,BC613516,317224,317224,82.79197034272312,82.79197034272312
droplethic,BC358320,316694,316694,84.82067863615983,84.82067863615983
droplethic,BC727121,339948,339948,84.70942614752845,84.70942614752845
droplethic,BC542080,418762,418762,85.05451784068278,85.05451784068278
droplethic,BC433702,271844,271844,85.41075028325069,85.41075028325069
droplethic,BC655610,207920,207920,83.14159292035399,83.14159292035399
droplethic,BC348192,215960,215960,85.14076680866827,85.14076680866827
droplethic,BC361425,348018,348018,83.50487618456516,83.50487618456516
droplethic,BC638997,270060,270060,86.54669332740872,86.54669332740872
droplethic,BC539425,208726,208726,86.06019374682599,86.06019374682599
droplethic,BC159464,231084,231084,85.67793529625591,85.67793529625591
droplethic,BC581388,223596,223596,85.0918621084456,85.0918621084456
droplethic,BC594296,318586,318586,83.77204271374134,83.77204271374134
droplethic,BC173707,370360,370360,84.25261907333406,84.25261907333406
droplethic,BC11686,199440,199440,81.84215804251906,81.84215804251906
droplethic,BC228564,351716,351716,83.37692911326184,83.37692911326184
droplethic,BC301972,408344,408344,83.25872303743903,83.25872303743903
droplethic,BC695245,240298,240298,82.728944893424,82.728944893424
droplethic,BC257890,229676,229676,83.63782023372055,83.63782023372055
droplethic,BC19047,291134,291134,86.16032479888986,86.16032479888986
droplethic,BC203992,123974,123974,82.01719715424201,82.01719715424201
droplethic,BC469803,279256,279256,84.36416764545793,84.36416764545793
droplethic,BC267656,321460,321460,84.20829963292478,84.20829963292478
droplethic,BC115670,237528,237528,83.76359839682058,83.76359839682058
droplethic,BC398590,250776,250776,81.16964940823684,81.16964940823684
droplethic,BC551879,234020,234020,84.04495342278437,84.04495342278437
droplethic,BC477692,161324,161324,83.63789640723017,83.63789640723017
droplethic,BC707025,390338,390338,82.37937377349887,82.37937377349887
droplethic,BC154736,230126,230126,83.14054039960718,83.14054039960718
droplethic,BC261554,193562,193562,84.66227875306103,84.66227875306103
droplethic,BC297477,286694,286694,85.57695661576454,85.57695661576454
droplethic,BC181998,260756,260756,82.842197303226,82.842197303226
droplethic,BC409514,223122,223122,83.07473041654342,83.07473041654342
droplethic,BC107113,297470,297470,84.89662823141829,84.89662823141829
droplethic,BC104335,409900,409900,84.50353744815808,84.50353744815808
droplethic,BC370605,173042,173042,82.07949515146612,82.07949515146612
droplethic,BC372355,225706,225706,83.80105092465419,83.80105092465419
droplethic,BC291463,294494,294494,82.63122508438202,82.63122508438202
droplethic,BC232646,232450,232450,85.13228651322865,85.13228651322865
droplethic,BC74906,389804,389804,84.41370534935506,84.41370534935506
droplethic,BC170628,177788,177788,85.39721466015705,85.39721466015705
droplethic,BC397304,389094,389094,83.63017676962379,83.63017676962379
droplethic,BC594198,340938,340938,83.8234517712898,83.8234517712898
droplethic,BC492209,375784,375784,84.83330849637025,84.83330849637025
droplethic,BC150501,241316,241316,86.78827761109913,86.78827761109913
droplethic,BC462115,242048,242048,84.12794156530936,84.12794156530936
droplethic,BC308146,135534,135534,84.3566927855741,84.3566927855741
droplethic,BC400192,349174,349174,83.99995417757336,83.99995417757336
droplethic,BC319729,369906,369906,83.60015787794737,83.60015787794737
droplethic,BC220144,333796,333796,84.30957830531223,84.30957830531223
droplethic,BC181286,334906,334906,84.0134246624426,84.0134246624426
droplethic,BC100691,240130,240130,85.75688168908508,85.75688168908508
droplethic,BC112287,206860,206860,83.63724257952238,83.63724257952238
droplethic,BC377499,84620,84620,85.62514771921532,85.62514771921532
droplethic,BC462301,207996,207996,85.5247216292621,85.5247216292621
droplethic,BC77775,251596,251596,84.48782969522568,84.48782969522568
droplethic,BC435685,345120,345120,83.442280945758,83.442280945758
droplethic,BC354245,227592,227592,82.6742592006749,82.6742592006749
droplethic,BC487965,169948,169948,84.1857509355803,84.1857509355803
droplethic,BC78498,245388,245388,83.7856781912726,83.7856781912726
droplethic,BC336103,145504,145504,84.47740268308775,84.47740268308775
droplethic,BC451920,175810,175810,85.27728798134349,85.27728798134349
droplethic,BC463407,283098,283098,81.8649372302171,81.8649372302171
droplethic,BC15892,436042,436042,83.60891840694245,83.60891840694245
droplethic,BC238752,299062,299062,84.06551149928778,84.06551149928778
droplethic,BC469107,204564,204564,79.67188752664202,79.67188752664202
droplethic,BC465941,248728,248728,86.49850439033804,86.49850439033804
droplethic,BC91417,255750,255750,85.27468230694038,85.27468230694038
droplethic,BC576663,285310,285310,85.42778030913743,85.42778030913743
droplethic,BC599744,250000,250000,84.044,84.044
droplethic,BC268502,387964,387964,84.83312884700642,84.83312884700642
droplethic,BC121936,406380,406380,83.71967124366357,83.71967124366357
droplethic,BC366825,206318,206318,84.50741088998537,84.50741088998537
droplethic,BC515431,388958,388958,83.23777888615223,83.23777888615223
droplethic,BC129442,255580,255580,84.72415681978245,84.72415681978245
droplethic,BC420195,297902,297902,85.82889675128062,85.82889675128062
droplethic,BC71977,365068,365068,84.10652262044331,84.10652262044331
droplethic,BC518211,392490,392490,84.44954011567174,84.44954011567174
droplethic,BC719591,357808,357808,82.70133702991548,82.70133702991548
droplethic,BC111916,245102,245102,84.2694062063957,84.2694062063957
droplethic,BC599181,308186,308186,81.92455205622579,81.92455205622579
droplethic,BC428655,241976,241976,85.84239759314974,85.84239759314974
droplethic,BC550025,292936,292936,84.3720129994265,84.3720129994265
droplethic,BC256495,397644,397644,84.63298830109343,84.63298830109343
droplethic,BC416011,236982,236982,81.74629296739836,81.74629296739836
droplethic,BC719081,321978,321978,83.93182142879327,83.93182142879327
droplethic,BC278561,300218,300218,84.58187050743126,84.58187050743126
droplethic,BC556018,424102,424102,84.02742736417183,84.02742736417183
droplethic,BC336179,278718,278718,84.40215558378002,84.40215558378002
droplethic,BC701866,234842,234842,84.85534955416833,84.85534955416833
droplethic,BC95588,226186,226186,85.12993730823305,85.12993730823305
droplethic,BC503059,190528,190528,82.7804837084313,82.7804837084313
droplethic,BC241720,238924,238924,85.39703001791365,85.39703001791365
droplethic,BC248516,149548,149548,85.44280097360046,85.44280097360046
droplethic,BC350259,297572,297572,84.46829674834999,84.46829674834999
droplethic,BC150396,267946,267946,85.42019660677897,85.42019660677897
droplethic,BC122731,321176,321176,82.57964480534038,82.57964480534038
droplethic,BC551764,240008,240008,80.71564281190626,80.71564281190626
droplethic,BC660184,240504,240504,80.55915909922496,80.55915909922496
droplethic,BC235676,250534,250534,87.08678263229741,87.08678263229741
droplethic,BC463209,220328,220328,84.48041102356487,84.48041102356487
droplethic,BC535380,450188,450188,84.35809039778937,84.35809039778937
droplethic,BC15266,280458,280458,83.44137090045568,83.44137090045568
droplethic,BC159884,220560,220560,84.93017772941603,84.93017772941603
droplethic,BC409689,374568,374568,83.17101300698404,83.17101300698404
droplethic,BC641068,272314,272314,83.80031874967868,83.80031874967868
droplethic,BC620083,166884,166884,85.3167469619616,85.3167469619616
droplethic,BC52729,288698,288698,83.83501098033238,83.83501098033238
droplethic,BC196533,334182,334182,84.86633032299765,84.86633032299765
droplethic,BC383046,193706,193706,83.43985214706824,83.43985214706824
droplethic,BC621568,241406,241406,81.70633704216134,81.70633704216134
droplethic,BC336629,272068,272068,83.47030889336489,83.47030889336489
droplethic,BC227134,215668,215668,84.49654097965391,84.49654097965391
droplethic,BC713012,355164,355164,85.3436722190312,85.3436722190312
droplethic,BC143551,276342,276342,83.77807209906565,83.77807209906565
droplethic,BC582722,231154,231154,82.80626768301651,82.80626768301651
droplethic,BC663667,253960,253960,86.2868168215467,86.2868168215467
droplethic,BC409874,350368,350368,83.31582792949128,83.31582792949128
droplethic,BC165742,248388,248388,81.60861233231878,81.60861233231878
droplethic,BC194404,223376,223376,83.33124418021632,83.33124418021632
droplethic,BC590926,306122,306122,83.84369630408791,83.84369630408791
droplethic,BC735080,265452,265452,84.91629371788497,84.91629371788497
droplethic,BC299998,257768,257768,84.3913907079234,84.3913907079234
droplethic,BC362599,183452,183452,82.70501275538015,82.70501275538015
droplethic,BC508869,216642,216642,83.63105953600872,83.63105953600872
droplethic,BC433205,326438,326438,85.21924530845061,85.21924530845061
droplethic,BC701726,271624,271624,85.94527729508438,85.94527729508438
droplethic,BC285902,171000,171000,83.35204678362572,83.35204678362572
droplethic,BC541495,154292,154292,85.42503823918285,85.42503823918285
droplethic,BC17999,351202,351202,83.76432936031117,83.76432936031117
droplethic,BC149407,289890,289890,82.6327227569078,82.6327227569078
droplethic,BC293029,181826,181826,84.95374698887947,84.95374698887947
droplethic,BC512981,283010,283010,85.8782375181089,85.8782375181089
droplethic,BC627374,322006,322006,84.81394756619441,84.81394756619441
droplethic,BC137276,273252,273252,83.69124471184108,83.69124471184108
droplethic,BC243454,240166,240166,84.20592423573694,84.20592423573694
droplethic,BC426017,246498,246498,83.0822156772063,83.0822156772063
droplethic,BC455532,194002,194002,86.55374686858899,86.55374686858899
droplethic,BC467729,203100,203100,82.59773510585919,82.59773510585919
droplethic,BC272583,327136,327136,85.36205125696958,85.36205125696958
droplethic,BC173980,222700,222700,84.92411315671306,84.92411315671306
droplethic,BC498539,284722,284722,85.1750128195222,85.1750128195222
droplethic,BC328583,248442,248442,85.62722889044525,85.62722889044525
droplethic,BC442149,154676,154676,85.94998577672037,85.94998577672037
droplethic,BC561395,271042,271042,84.97428442824359,84.97428442824359
droplethic,BC312045,108362,108362,87.48454255181706,87.48454255181706
droplethic,BC663431,332372,332372,84.94999578785216,84.94999578785216
droplethic,BC650783,365222,365222,83.29016324317813,83.29016324317813
droplethic,BC610859,290416,290416,84.11037959341083,84.11037959341083
droplethic,BC676270,311158,311158,82.38836861015947,82.38836861015947
droplethic,BC15618,201762,201762,84.73250661670681,84.73250661670681
droplethic,BC599509,281872,281872,84.46883691888517,84.46883691888517
droplethic,BC348331,376982,376982,84.25017640099527,84.25017640099527
droplethic,BC412776,326272,326272,84.10528638681836,84.10528638681836
droplethic,BC173121,279318,279318,83.40028211572474,83.40028211572474
droplethic,BC642707,179482,179482,80.04256694264606,80.04256694264606
droplethic,BC392353,423126,423126,83.48482485122635,83.48482485122635
droplethic,BC186212,225680,225680,78.74246721020914,78.74246721020914
droplethic,BC11119,254804,254804,84.39977394389413,84.39977394389413
droplethic,BC341558,250046,250046,85.20032314054214,85.20032314054214
droplethic,BC696507,242006,242006,84.12436055304414,84.12436055304414
droplethic,BC385999,203586,203586,83.01651390567132,83.01651390567132
droplethic,BC626848,414230,414230,82.88100813557685,82.88100813557685
droplethic,BC10705,177120,177120,84.31458897922313,84.31458897922313
droplethic,BC544976,243816,243816,84.29717491879121,84.29717491879121
droplethic,BC642580,275920,275920,83.0255146419252,83.0255146419252
droplethic,BC496492,256098,256098,82.59182031878422,82.59182031878422
droplethic,BC706794,276236,276236,86.5332541739672,86.5332541739672
droplethic,BC719629,330954,330954,85.92009765707621,85.92009765707621
droplethic,BC581501,244620,244620,86.69937045212983,86.69937045212983
droplethic,BC415087,194048,194048,83.77411774406332,83.77411774406332
droplethic,BC352254,307900,307900,83.91425787593374,83.91425787593374
droplethic,BC651444,363242,363242,83.70232517164865,83.70232517164865
droplethic,BC249083,324516,324516,83.84486435183473,83.84486435183473
droplethic,BC406415,257904,257904,84.99364104472983,84.99364104472983
droplethic,BC381670,232528,232528,81.55060895892107,81.55060895892107
droplethic,BC118569,326066,326066,80.62478148595683,80.62478148595683
droplethic,BC678887,337090,337090,83.65421697469519,83.65421697469519
droplethic,BC137394,244768,244768,83.9807491175317,83.9807491175317
droplethic,BC708,265866,265866,84.9555791263268,84.9555791263268
droplethic,BC554982,208406,208406,83.5283053271019,83.5283053271019
droplethic,BC640030,418502,418502,85.85669841482239,85.85669841482239
droplethic,BC688914,267896,267896,83.48986173739063,83.48986173739063
droplethic,BC489256,206930,206930,84.11250181220703,84.11250181220703
droplethic,BC241748,193464,193464,79.44010255137907,79.44010255137907
droplethic,BC397827,211014,211014,86.40658913626584,86.40658913626584
droplethic,BC662270,213320,213320,84.620288768048,84.620288768048
droplethic,BC43573,353924,353924,84.3214927498559,84.3214927498559
droplethic,BC179957,210764,210764,85.37321364179842,85.37321364179842
droplethic,BC474419,312074,312074,82.65667758288099,82.65667758288099
droplethic,BC631847,264376,264376,85.36024450025721,85.36024450025721
droplethic,BC118572,256922,256922,83.47747565408957,83.47747565408957
droplethic,BC33036,301036,301036,83.23788516988002,83.23788516988002
droplethic,BC543729,376574,376574,85.23796119753355,85.23796119753355
droplethic,BC266172,293818,293818,83.94516333240306,83.94516333240306
droplethic,BC155622,236638,236638,81.34957191997904,81.34957191997904
droplethic,BC32240,226708,226708,84.98067999364822,84.98067999364822
droplethic,BC682761,195722,195722,85.44977059298392,85.44977059298392
droplethic,BC83839,106700,106700,88.3880037488285,88.3880037488285
droplethic,BC611748,339652,339652,84.94871221132217,84.94871221132217
droplethic,BC41888,247830,247830,84.13025057499092,84.13025057499092
droplethic,BC276850,202728,202728,85.84408665798509,85.84408665798509
droplethic,BC281385,343860,343860,80.92421334263945,80.92421334263945
droplethic,BC702195,358064,358064,85.40484382680191,85.40484382680191
droplethic,BC395922,168916,168916,86.3221956475408,86.3221956475408
droplethic,BC350170,270006,270006,83.22259505344326,83.22259505344326
droplethic,BC370893,192356,192356,86.35550749651688,86.35550749651688
droplethic,BC689766,371266,371266,85.58769184358384,85.58769184358384
droplethic,BC149983,262768,262768,84.74395664616696,84.74395664616696
droplethic,BC393455,259788,259788,84.71676905784717,84.71676905784717
droplethic,BC52324,223978,223978,80.32396038896677,80.32396038896677
droplethic,BC334867,230188,230188,86.15566406589396,86.15566406589396
droplethic,BC272958,277848,277848,76.33310299156373,76.33310299156373
droplethic,BC339723,296622,296622,83.26422180418176,83.26422180418176
droplethic,BC408877,368406,368406,83.60178715873249,83.60178715873249
droplethic,BC410962,171914,171914,84.81217352862478,84.81217352862478
droplethic,BC541626,407908,407908,83.84488659207469,83.84488659207469
droplethic,BC45438,281256,281256,84.67730466194499,84.67730466194499
droplethic,BC602049,353078,353078,84.02222738318446,84.02222738318446
droplethic,BC322171,365184,365184,84.36349894847528,84.36349894847528
droplethic,BC112571,410840,410840,83.59263947035342,83.59263947035342
droplethic,BC340485,146694,146694,86.31300530355706,86.31300530355706
droplethic,BC385165,300900,300900,84.82220006646726,84.82220006646726
droplethic,BC162901,92460,92460,88.89033095392602,88.89033095392602
droplethic,BC177409,398870,398870,83.4808333542257,83.4808333542257
droplethic,BC560670,303630,303630,85.60748279155551,85.60748279155551
droplethic,BC321245,174598,174598,83.82913893629939,83.82913893629939
droplethic,BC90729,154704,154704,84.76962457337883,84.76962457337883
droplethic,BC276665,237794,237794,83.19385686770903,83.19385686770903
droplethic,BC277514,345822,345822,84.29885895055838,84.29885895055838
droplethic,BC248976,183518,183518,86.91136564260727,86.91136564260727
droplethic,BC514375,186342,186342,80.13866975775724,80.13866975775724
droplethic,BC253210,193180,193180,84.7717154984988,84.7717154984988
droplethic,BC357040,160106,160106,80.76774137134149,80.76774137134149
droplethic,BC512760,218194,218194,83.13060854102312,83.13060854102312
droplethic,BC684015,268750,268750,84.3460465116279,84.3460465116279
droplethic,BC629599,302514,302514,86.05221576522078,86.05221576522078
droplethic,BC258067,186982,186982,83.68399097239306,83.68399097239306
droplethic,BC124419,290516,290516,84.97156783103168,84.97156783103168
droplethic,BC382368,182332,182332,84.25728890156418,84.25728890156418
droplethic,BC556339,228884,228884,82.62176473672253,82.62176473672253
droplethic,BC93513,391758,391758,83.17532762572813,83.17532762572813
droplethic,BC19496,163160,163160,82.64648198087767,82.64648198087767
droplethic,BC659016,237320,237320,84.74296308781392,84.74296308781392
droplethic,BC439526,356264,356264,83.48584195989491,83.48584195989491
droplethic,BC218221,402040,402040,84.60451696348622,84.60451696348622
droplethic,BC393480,328546,328546,84.31696018213583,84.31696018213583
droplethic,BC735375,283738,283738,85.77560989363427,85.77560989363427
droplethic,BC328384,235052,235052,86.34600003403503,86.34600003403503
droplethic,BC342262,341660,341660,84.13042205701575,84.13042205701575
droplethic,BC201427,195934,195934,83.69042636806272,83.69042636806272
droplethic,BC381596,376844,376844,84.55435140270245,84.55435140270245
droplethic,BC220235,311906,311906,84.12470423781524,84.12470423781524
droplethic,BC299393,265540,265540,84.3187467048279,84.3187467048279
droplethic,BC596181,271342,271342,83.68405923152332,83.68405923152332
droplethic,BC670097,298670,298670,84.37071014832424,84.37071014832424
droplethic,BC216098,195096,195096,84.74597121417149,84.74597121417149
droplethic,BC21405,395372,395372,84.47436844288417,84.47436844288417
droplethic,BC120888,116642,116642,84.91109548876048,84.91109548876048
droplethic,BC26769,325498,325498,83.62263362601307,83.62263362601307
droplethic,BC395332,176540,176540,87.26181035459386,87.26181035459386
droplethic,BC599430,275550,275550,85.78987479586281,85.78987479586281
droplethic,BC692709,141260,141260,85.40563499929209,85.40563499929209
droplethic,BC69678,481964,481964,84.58972039405432,84.58972039405432
droplethic,BC240020,290884,290884,83.75091101607514,83.75091101607514
droplethic,BC551208,408842,408842,84.12345111314396,84.12345111314396
droplethic,BC561000,296332,296332,86.75674581212964,86.75674581212964
droplethic,BC110236,287762,287762,85.56028940582843,85.56028940582843
droplethic,BC177698,329388,329388,82.63871179277933,82.63871179277933
droplethic,BC261145,311916,311916,84.47338385975712,84.47338385975712
droplethic,BC170311,273128,273128,85.1651972701444,85.1651972701444
droplethic,BC52289,320172,320172,85.38473070724486,85.38473070724486
droplethic,BC502736,248326,248326,82.80083438705573,82.80083438705573
droplethic,BC79956,226414,226414,84.33224093916454,84.33224093916454
droplethic,BC731089,259340,259340,85.06670779671474,85.06670779671474
droplethic,BC628178,224226,224226,81.22697635421405,81.22697635421405
droplethic,BC655899,305116,305116,84.65763840637659,84.65763840637659
droplethic,BC620329,235222,235222,83.40886481706643,83.40886481706643
droplethic,BC405793,246374,246374,86.66823609634133,86.66823609634133
droplethic,BC645495,458022,458022,85.04394985393715,85.04394985393715
droplethic,BC671412,364326,364326,83.8249260277883,83.8249260277883
droplethic,BC17434,245740,245740,82.1184992268251,82.1184992268251
droplethic,BC449781,219718,219718,84.63758089915255,84.63758089915255
droplethic,BC264199,294772,294772,84.19184997218188,84.19184997218188
droplethic,BC2767,488340,488340,84.3486095752959,84.3486095752959
droplethic,BC168832,241506,241506,84.89395708595232,84.89395708595232
droplethic,BC541657,214048,214048,83.45885035132306,83.45885035132306
droplethic,BC390347,277976,277976,85.27858520160014,85.27858520160014
droplethic,BC511402,184290,184290,84.38873514569428,84.38873514569428
droplethic,BC433679,254150,254150,83.6749950816447,83.6749950816447
droplethic,BC135002,219752,219752,84.60628344679456,84.60628344679456
droplethic,BC631720,361258,361258,84.27107496581391,84.27107496581391
droplethic,BC149930,240410,240410,85.22690403893348,85.22690403893348
droplethic,BC403829,207988,207988,82.31628747812374,82.31628747812374
droplethic,BC247419,307944,307944,85.87925077286779,85.87925077286779
droplethic,BC658036,511788,511788,83.85347057766106,83.85347057766106
droplethic,BC492354,384504,384504,84.09847491833635,84.09847491833635
droplethic,BC511453,363136,363136,84.48460081071555,84.48460081071555
droplethic,BC269522,222376,222376,86.41220275569306,86.41220275569306
droplethic,BC23041,333026,333026,82.47163885102064,82.47163885102064
droplethic,BC12465,237068,237068,84.5706717060084,84.5706717060084
droplethic,BC591061,261756,261756,86.05648008068583,86.05648008068583
droplethic,BC195799,218024,218024,82.59182475323817,82.59182475323817
droplethic,BC195968,269812,269812,84.71083569300106,84.71083569300106
droplethic,BC230538,251690,251690,85.81906313321943,85.81906313321943
droplethic,BC694130,231038,231038,83.98618409092876,83.98618409092876
droplethic,BC447766,385368,385368,82.76296942143614,82.76296942143614
droplethic,BC189293,252938,252938,84.76622729680791,84.76622729680791
droplethic,BC370183,129690,129690,86.07140103323309,86.07140103323309
droplethic,BC577761,312754,312754,85.0751709010916,85.0751709010916
droplethic,BC565212,210394,210394,82.20766751903571,82.20766751903571
droplethic,BC59428,277428,277428,85.18967083351356,85.18967083351356
droplethic,BC60912,298712,298712,83.77902461233563,83.77902461233563
droplethic,BC200224,244690,244690,84.33446401569333,84.33446401569333
droplethic,BC402961,107682,107682,82.05456808008766,82.05456808008766
droplethic,BC63239,362314,362314,82.4064209497839,82.4064209497839
droplethic,BC423931,287990,287990,82.98552033056703,82.98552033056703
droplethic,BC537517,198592,198592,84.52404930712214,84.52404930712214
droplethic,BC661279,316866,316866,82.42032909810456,82.42032909810456
droplethic,BC492576,219132,219132,83.59892667433328,83.59892667433328
droplethic,BC106387,235330,235330,84.95644414226831,84.95644414226831
droplethic,BC497697,264352,264352,85.64338457813824,85.64338457813824
droplethic,BC387215,310970,310970,83.59262951410103,83.59262951410103
droplethic,BC363231,404792,404792,84.70621949050377,84.70621949050377
droplethic,BC102028,329246,329246,81.38170243526118,81.38170243526118
droplethic,BC638864,214680,214680,85.85149990683809,85.85149990683809
droplethic,BC621386,426060,426060,83.69384593719194,83.69384593719194
droplethic,BC267659,214360,214360,85.7921253965292,85.7921253965292
droplethic,BC588647,240778,240778,82.68446452749005,82.68446452749005
droplethic,BC413508,152500,152500,82.27409836065574,82.27409836065574
droplethic,BC501516,270406,270406,84.08467267738142,84.08467267738142
droplethic,BC501718,187084,187084,86.24788864894913,86.24788864894913
droplethic,BC330557,206298,206298,84.71240632483106,84.71240632483106
droplethic,BC231511,239686,239686,80.814899493504,80.814899493504
droplethic,BC332636,342754,342754,83.0379805924949,83.0379805924949
droplethic,BC274101,125824,125824,85.58144710071211,85.58144710071211
droplethic,BC293345,259008,259008,79.68479738077589,79.68479738077589
droplethic,BC584855,405252,405252,84.56367889609429,84.56367889609429
droplethic,BC263343,295686,295686,83.71989204764513,83.71989204764513
droplethic,BC45026,371880,371880,84.78433903409702,84.78433903409702
droplethic,BC651237,235244,235244,84.80641376613218,84.80641376613218
droplethic,BC680036,236486,236486,84.63503124920715,84.63503124920715
droplethic,BC403096,214374,214374,85.26500415162286,85.26500415162286
droplethic,BC683527,227160,227160,82.63338615953514,82.63338615953514
droplethic,BC66843,315052,315052,83.23959219430444,83.23959219430444
droplethic,BC488617,369400,369400,84.15863562533839,84.15863562533839
droplethic,BC79539,203726,203726,83.7438520365589,83.7438520365589
droplethic,BC575022,321930,321930,84.6668530425869,84.6668530425869
droplethic,BC606287,315354,315354,83.33491885309843,83.33491885309843
droplethic,BC725896,350472,350472,83.7413545161953,83.7413545161953
droplethic,BC427235,349108,349108,84.7519965168372,84.7519965168372
droplethic,BC60486,400534,400534,84.10521953192487,84.10521953192487
droplethic,BC235050,239140,239140,84.96780128794848,84.96780128794848
droplethic,BC301284,263012,263012,84.19083539914529,84.19083539914529
droplethic,BC479988,205032,205032,86.82742206094659,86.82742206094659
droplethic,BC360806,444212,444212,84.66137790064204,84.66137790064204
droplethic,BC154600,321352,321352,85.34441982623416,85.34441982623416
droplethic,BC699435,215510,215510,85.35659598162498,85.35659598162498
droplethic,BC504762,367808,367808,85.10037845832608,85.10037845832608
droplethic,BC545885,264264,264264,82.98746707837617,82.98746707837617
droplethic,BC496953,238680,238680,84.880174291939,84.880174291939
droplethic,BC252292,255098,255098,82.99241859991062,82.99241859991062
droplethic,BC182538,187644,187644,79.81283707446015,79.81283707446015
droplethic,BC684420,336216,336216,81.83251243248388,81.83251243248388
droplethic,BC607659,255978,255978,85.32295744165515,85.32295744165515
droplethic,BC256833,201856,201856,83.01066106531388,83.01066106531388
