dataset,cell,uniq_preDedup,uniq_postDedup,rate_preDedup,rate_postDedup
snmCseq2,SRR6911858,1105441,895240,59.63,61.559
snmCseq2,SRR6911825,1640601,1328616,56.945,58.904
snmCseq2,SRR6911789,2717320,1928051,59.54,60.69
snmCseq2,SRR6911803,2241677,1739730,60.699,62.294
snmCseq2,SRR6911828,2332136,1895582,55.037,56.966
snmCseq2,SRR6911837,1975280,1588870,55.769,57.796
snmCseq2,SRR6911835,3353930,2511723,54.75,56.424
snmCseq2,SRR6911793,2511456,1791414,61.5,63.012
snmCseq2,SRR6911850,1184864,972047,58.661,60.382
snmCseq2,SRR6911800,2647377,1889421,58.278,59.575
snmCseq2,SRR6911864,2669548,2022259,60.142,61.729
snmCseq2,SRR6911815,2344681,1773220,60.888,62.637
snmCseq2,SRR6911849,1260707,1037307,59.125,60.967
snmCseq2,SRR6911806,1160281,907778,61.036,61.882
snmCseq2,SRR6911839,1914939,1539321,55.366,57.296
snmCseq2,SRR6911798,2391578,1706669,59.21,60.435
snmCseq2,SRR6911809,2293153,1685960,61.772,63.017
snmCseq2,SRR6911862,1482739,1200580,57.84,59.559
snmCseq2,SRR6911871,1475922,1212115,58.577,60.405
snmCseq2,SRR6911840,1855208,1485156,54.773,56.65
snmCseq2,SRR6911811,2835179,2078393,60.827,62.124
snmCseq2,SRR6911788,6385357,4534094,58.242,59.496
snmCseq2,SRR6911787,3124261,2231359,59.056,60.474
snmCseq2,SRR6911869,1320936,1079610,59.744,61.646
snmCseq2,SRR6911854,1319740,1086647,57.106,58.718
snmCseq2,SRR6911859,1730977,1405646,58.629,60.517
snmCseq2,SRR6911867,1983745,1490628,58.794,60.115
snmCseq2,SRR6911841,2245109,1795656,55.403,57.106
snmCseq2,SRR6911831,2234608,1813119,53.074,54.733
snmCseq2,SRR6911872,948781,778703,57.443,59.003
snmCseq2,SRR6911832,2252710,1711721,56.142,57.973
snmCseq2,SRR6911855,1163328,958754,55.597,57.308
snmCseq2,SRR6911783,1355917,1120917,51.775,53.623
snmCseq2,SRR6911818,2343750,1778917,59.333,60.834
snmCseq2,SRR6911865,1891385,1433581,60.482,61.558
snmCseq2,SRR6911847,2200661,1743195,55.451,57.353
snmCseq2,SRR6911808,2112269,1630998,59.08,60.688
snmCseq2,SRR6911782,1460821,1209208,51.84,53.641
snmCseq2,SRR6911791,2004293,1413474,57.665,59.102
snmCseq2,SRR6911814,2087774,1530232,59.428,60.591
snmCseq2,SRR6911860,1497934,1220447,57.848,59.415
snmCseq2,SRR6911801,2211254,1713952,62.212,63.87
snmCseq2,SRR6911833,3349851,2524119,55.813,57.596
snmCseq2,SRR6911853,1311799,1074889,56.826,58.487
snmCseq2,SRR6911804,2398147,1862746,60.606,62.212
snmCseq2,SRR6911823,1179958,921132,59.689,61.566
snmCseq2,SRR6911778,1324564,1097053,55.003,56.976
snmCseq2,SRR6911812,1854016,1348913,60.324,61.806
snmCseq2,SRR6911795,2647357,1895702,60.957,62.208
snmCseq2,SRR6911863,1207785,982117,57.808,59.498
snmCseq2,SRR6911799,2049904,1461711,57.945,59.353
snmCseq2,SRR6911802,1923304,1489377,61.821,63.464
snmCseq2,SRR6911843,900312,724672,54.348,55.888
snmCseq2,SRR6911810,1747133,1292224,62.571,63.185
snmCseq2,SRR6911844,1538021,1218143,56.228,58.254
snmCseq2,SRR6911777,1153103,960154,55.494,57.251
snmCseq2,SRR6911813,2206881,1617232,59.796,61.08
snmCseq2,SRR6911822,1542022,1208078,61.011,63.052
snmCseq2,SRR6911830,1805192,1459933,54.415,56.105
snmCseq2,SRR6911829,2180098,1769814,54.31,56.017
snmCseq2,SRR6911842,2154093,1717071,54.008,56.017
snmCseq2,SRR6911851,1294297,1066161,58.548,60.221
snmCseq2,SRR6911820,2128027,1618386,59.743,61.502
snmCseq2,SRR6911838,2038252,1636281,55.786,57.673
snmCseq2,SRR6911784,2669829,1897492,61.191,62.581
snmCseq2,SRR6911826,1365914,1116702,56.389,58.176
snmCseq2,SRR6911834,6119364,4579403,54.835,56.688
snmCseq2,SRR6911792,1569137,1086083,57.384,58.871
snmCseq2,SRR6911856,1102100,909578,56.876,58.213
snmCseq2,SRR6911819,2921849,2215292,59.889,61.676
snmCseq2,SRR6911816,3026402,2308021,60.553,62.021
snmCseq2,SRR6911845,1669728,1328254,56.625,58.387
snmCseq2,SRR6911836,2101464,1691836,56.736,58.476
snmCseq2,SRR6911786,2980381,2126871,59.935,61.225
snmCseq2,SRR6911785,2456184,1754773,60.438,61.717
snmCseq2,SRR6911781,1285413,1062916,52.481,54.285
snmCseq2,SRR6911796,3013796,2155481,59.98,61.398
snmCseq2,SRR6911807,2274389,1761734,59.601,61.103
snmCseq2,SRR6911846,1735996,1373592,56.035,57.911
snmCseq2,SRR6911779,1588481,1314120,54.397,56.415
snmCseq2,SRR6911805,1594273,1235342,60.255,61.719
snmCseq2,SRR6911797,3075710,2193141,59.456,60.63
snmCseq2,SRR6911861,1423524,1151313,59.164,60.855
snmCseq2,SRR6911866,2155808,1618406,59.8,61.139
snmCseq2,SRR6911848,1659469,1310928,54.845,56.514
snmCseq2,SRR6911821,1540315,1161913,59.144,61.161
snmCseq2,SRR6911857,1447423,1173359,60.341,62.181
snmCAT,SRR10471461,1361817,1355033,82.898,82.938
snmCAT,SRR10471426,1701981,1691707,82.117,82.166
snmCAT,SRR10470937,1214008,1207088,81.26,81.25
snmCAT,SRR10470331,1497266,1487013,81.425,81.49
snmCAT,SRR10470918,1453946,1438901,80.347,80.446
snmCAT,SRR10471411,1827412,1817440,82.987,83.025
snmCAT,SRR10470920,14998541,14823373,80.766,80.863
snmCAT,SRR10471428,643246,639089,81.937,81.993
snmCAT,SRR10471400,1414683,1403818,81.467,81.538
snmCAT,SRR10471398,1475755,1464647,82.344,82.41
snmCAT,SRR10470345,1160063,1151075,81.245,81.313
snmCAT,SRR10470791,1636806,1624455,81.525,81.589
snmCAT,SRR10471401,1452871,1442413,82.107,82.093
snmCAT,SRR10471449,1531609,1520570,81.432,81.496
snmCAT,SRR10470923,1294503,1285012,82.977,83.034
snmCAT,SRR10471388,1477359,1466774,81.592,81.653
snmCAT,SRR10470775,1238310,1227313,81.829,81.91
snmCAT,SRR10470902,1918958,1907462,82.555,82.599
snmCAT,SRR10470760,2413134,2393714,81.485,81.56
snmCAT,SRR10470343,1836994,1823844,81.45,81.517
snmCAT,SRR10471379,2017780,2005253,83.619,83.661
snmCAT,SRR10470933,1591432,1581639,81.554,81.611
snmCAT,SRR10471384,1594253,1581662,81.206,81.278
snmCAT,SRR10470339,2015453,2001177,80.724,80.788
snmCAT,SRR10470361,1471235,1463125,81.065,81.113
snmCAT,SRR10470786,1237673,1227677,82.164,82.235
snmCAT,SRR10471417,1683150,1672928,81.329,81.314
snmCAT,SRR10470911,1981377,1966481,80.902,80.969
snmCAT,SRR10470337,1725768,1713976,81.642,81.705
snmCAT,SRR10470326,674269,668749,81.865,81.84
snmCAT,SRR10471455,1472360,1465027,81.309,81.359
snmCAT,SRR10470354,1462770,1448854,80.382,80.475
snmCAT,SRR10471456,1510483,1502458,81.47,81.518
snmCAT,SRR10471397,1294384,1283787,82.183,82.25
snmCAT,SRR10471448,1719908,1706635,81.641,81.713
snmCAT,SRR10470342,1505354,1495362,83.29,83.336
snmCAT,SRR10470360,1554045,1545422,81.428,81.478
snmCAT,SRR10470362,1146516,1139863,81.264,81.319
snmCAT,SRR10470919,1681345,1663941,81.296,81.384
snmCAT,SRR10471402,1358817,1350368,83.329,83.378
snmCAT,SRR10470928,1423722,1411796,80.473,80.542
snmCAT,SRR10471451,1569037,1558263,81.254,81.316
snmCAT,SRR10471376,1019943,1010330,81.036,81.125
snmCAT,SRR10470929,1412277,1400809,81.06,81.038
snmCAT,SRR10471432,2033918,2019727,81.826,81.888
snmCAT,SRR10470352,398658,388957,79.774,79.98
snmCAT,SRR10470764,1808464,1795345,81.234,81.221
snmCAT,SRR10470363,1132011,1125628,79.649,79.702
snmCAT,SRR10471410,1735496,1725736,83.214,83.262
snmCAT,SRR10470905,1766194,1753426,81.039,81.103
snmCAT,SRR10470900,1729105,1717484,81.44,81.426
snmCAT,SRR10471421,1518002,1508825,82.132,82.13
snmCAT,SRR10470350,1344848,1333107,82.573,82.626
snmCAT,SRR10470776,868715,854595,81.215,81.344
snmCAT,SRR10470346,1547600,1535328,80.822,80.899
snmCAT,SRR10470334,872968,867429,82.762,82.817
snmCAT,SRR10471452,1391832,1381588,81.193,81.178
snmCAT,SRR10470332,1355980,1345716,81.229,81.301
snmCAT,SRR10471389,1721657,1708323,82.161,82.233
snmCAT,SRR10470335,1593401,1574663,80.667,80.765
snmCAT,SRR10470934,1405342,1396702,81.385,81.439
snmCAT,SRR10470895,1624100,1612336,81.097,81.166
snmCAT,SRR10470323,1502204,1490384,81.837,81.906
snmCAT,SRR10471381,2193645,2175481,82.18,82.253
snmCAT,SRR10471420,2036761,2024875,81.642,81.698
snmCAT,SRR10471454,1666884,1659800,83.197,83.233
snmCAT,SRR10470897,1723699,1711442,81.812,81.875
snmCAT,SRR10470340,1735122,1722684,80.638,80.621
snmCAT,SRR10470355,858358,850282,80.05,80.133
snmCAT,SRR10470324,1290997,1281824,81.554,81.624
snmCAT,SRR10471377,1220334,1208074,81.076,81.052
snmCAT,SRR10471378,1556900,1545583,83.034,83.091
snmCAT,SRR10470899,1487095,1475941,80.51,80.576
snmCAT,SRR10470754,1230972,1220590,80.95,81.031
snmCAT,SRR10471408,1347454,1338761,81.569,81.631
snmCAT,SRR10471405,1199451,1186800,81.054,81.139
snmCAT,SRR10470915,1714490,1699585,79.607,79.687
snmCAT,SRR10470338,1384476,1374562,81.231,81.296
snmCAT,SRR10470333,1804331,1791412,80.971,80.955
snmCAT,SRR10470910,1934098,1922532,82.7,82.746
snmCAT,SRR10470755,1548098,1535510,79.936,80.011
snmCAT,SRR10470325,1847654,1836617,82.126,82.181
snmCAT,SRR10471412,676400,672767,82.018,82.07
snmCAT,SRR10470785,1683895,1671274,82.575,82.641
snmCAT,SRR10470322,1580873,1570142,81.908,81.971
snmCAT,SRR10471393,1118943,1110365,82.116,82.105
snmCAT,SRR10471404,1934966,1921044,81.639,81.706
snmCAT,SRR10470796,1399931,1389927,82.066,82.058
snmCAT,SRR10471445,1492888,1482917,82.88,82.934
snmCAT,SRR10471413,2147893,2133819,81.604,81.666
snmCAT,SRR10470364,1175083,1168094,80.386,80.371
snmCAT,SRR10471453,1386912,1380354,82.92,82.961
snmCAT,SRR10471434,1768768,1754554,82.069,82.145
snmCAT,SRR10471382,1839734,1826107,82.197,82.258
snmCAT,SRR10471464,1851212,1839903,81.124,81.18
snmCAT,SRR10470341,1265797,1257082,82.952,83.005
snmCAT,SRR10470336,2259926,2244080,81.859,81.919
snmCAT,SRR10471444,1574636,1564382,82.016,82.003
snmCAT,SRR10470770,1186255,1172391,81.0,81.111
snmCAT,SRR10471457,1575970,1567786,81.637,81.685
droplethic,BC444399,284548,284548,82.63772720244036,82.63772720244036
droplethic,BC414162,418896,418896,83.1447423704213,83.1447423704213
droplethic,BC481486,338016,338016,84.72735018460665,84.72735018460665
droplethic,BC14456,450674,450674,85.04772851329342,85.04772851329342
droplethic,BC536136,309436,309436,83.88487441668067,83.88487441668067
droplethic,BC641684,269088,269088,84.38503389225829,84.38503389225829
droplethic,BC431981,383554,383554,84.30260145898622,84.30260145898622
droplethic,BC713243,206186,206186,84.2637230461816,84.2637230461816
droplethic,BC314217,195542,195542,86.15028996328155,86.15028996328155
droplethic,BC677672,232184,232184,85.25135237570203,85.25135237570203
droplethic,BC7568,163032,163032,77.62525148437116,77.62525148437116
droplethic,BC304361,245822,245822,83.42377818096021,83.42377818096021
droplethic,BC20071,298624,298624,86.93072224603515,86.93072224603515
droplethic,BC565722,129430,129430,87.51603183187824,87.51603183187824
droplethic,BC584390,250806,250806,82.50998779933495,82.50998779933495
droplethic,BC343302,458674,458674,85.11797049756471,85.11797049756471
droplethic,BC404190,267354,267354,84.73709015013802,84.73709015013802
droplethic,BC545201,293932,293932,84.112651905883,84.112651905883
droplethic,BC27667,100860,100860,84.62819750148721,84.62819750148721
droplethic,BC661652,225914,225914,79.57010189718211,79.57010189718211
droplethic,BC3329,255924,255924,82.38539566433785,82.38539566433785
droplethic,BC232145,262446,262446,84.9431883130244,84.9431883130244
droplethic,BC319973,182446,182446,86.53190533089243,86.53190533089243
droplethic,BC194707,323216,323216,82.58130785604673,82.58130785604673
droplethic,BC285979,292728,292728,80.41936541772567,80.41936541772567
droplethic,BC628580,340384,340384,85.2619394566137,85.2619394566137
droplethic,BC98689,252396,252396,83.99023756319434,83.99023756319434
droplethic,BC90063,284510,284510,83.32150012301852,83.32150012301852
droplethic,BC426852,241498,241498,85.03838541105931,85.03838541105931
droplethic,BC486194,314076,314076,84.33882245061704,84.33882245061704
droplethic,BC500102,319056,319056,85.13552479815455,85.13552479815455
droplethic,BC106021,197516,197516,85.11209218493691,85.11209218493691
droplethic,BC348823,388694,388694,84.41498968340134,84.41498968340134
droplethic,BC487913,199766,199766,85.85044502067419,85.85044502067419
droplethic,BC56608,303568,303568,83.05882042903073,83.05882042903073
droplethic,BC688858,325248,325248,84.51827528532074,84.51827528532074
droplethic,BC191205,254548,254548,85.79835630215126,85.79835630215126
droplethic,BC105739,401326,401326,84.8482281237697,84.8482281237697
droplethic,BC353964,201882,201882,83.66372435383046,83.66372435383046
droplethic,BC56805,245994,245994,84.05489564786133,84.05489564786133
droplethic,BC7543,305542,305542,85.16210537340201,85.16210537340201
droplethic,BC354043,324844,324844,83.28613118912463,83.28613118912463
droplethic,BC138451,455356,455356,84.03490895035972,84.03490895035972
droplethic,BC195978,205904,205904,84.94346880099464,84.94346880099464
droplethic,BC425455,281976,281976,84.37242885919369,84.37242885919369
droplethic,BC687342,368706,368706,83.76755463702787,83.76755463702787
droplethic,BC572593,306648,306648,83.81662362056821,83.81662362056821
droplethic,BC593491,251758,251758,85.04277917682855,85.04277917682855
droplethic,BC438265,263950,263950,83.98181473763971,83.98181473763971
droplethic,BC242373,212164,212164,80.22284647725344,80.22284647725344
droplethic,BC159975,271360,271360,84.4089033018868,84.4089033018868
droplethic,BC654100,368292,368292,87.0738435806371,87.0738435806371
droplethic,BC94506,178994,178994,84.37601260377443,84.37601260377443
droplethic,BC583052,229072,229072,86.3222043724244,86.3222043724244
droplethic,BC475667,373668,373668,82.33512101651733,82.33512101651733
droplethic,BC610337,296754,296754,81.69527622205598,81.69527622205598
droplethic,BC624923,227180,227180,81.31173518795669,81.31173518795669
droplethic,BC127404,312932,312932,83.04679610905883,83.04679610905883
droplethic,BC260556,245192,245192,82.79062938431923,82.79062938431923
droplethic,BC118609,259330,259330,77.81745266648672,77.81745266648672
droplethic,BC31399,194234,194234,83.30776280156924,83.30776280156924
droplethic,BC461356,281474,281474,84.61953857194625,84.61953857194625
droplethic,BC599113,238540,238540,80.33034291942651,80.33034291942651
droplethic,BC633888,263990,263990,85.91764839577257,85.91764839577257
droplethic,BC52976,173532,173532,84.52734942258488,84.52734942258488
droplethic,BC384443,393852,393852,83.49583092125977,83.49583092125977
droplethic,BC409578,302248,302248,84.10444403271485,84.10444403271485
droplethic,BC87482,423252,423252,83.10793569788211,83.10793569788211
droplethic,BC109796,241668,241668,86.33993743482795,86.33993743482795
droplethic,BC161839,215904,215904,82.36623684600563,82.36623684600563
droplethic,BC336696,465464,465464,83.7302132925425,83.7302132925425
droplethic,BC523441,276536,276536,83.03873636705528,83.03873636705528
droplethic,BC726546,371714,371714,83.53788127431305,83.53788127431305
droplethic,BC445876,444514,444514,83.28556580895089,83.28556580895089
droplethic,BC298343,281118,281118,84.45777218107699,84.45777218107699
droplethic,BC621829,294862,294862,85.78453649503835,85.78453649503835
droplethic,BC647703,588944,588944,84.04194626314217,84.04194626314217
droplethic,BC80399,199048,199048,84.74538804710421,84.74538804710421
droplethic,BC180861,391012,391012,84.07926099454748,84.07926099454748
droplethic,BC323212,268738,268738,84.51205263118726,84.51205263118726
droplethic,BC415887,306686,306686,82.70413386982125,82.70413386982125
droplethic,BC686271,262478,262478,81.64722376732526,81.64722376732526
droplethic,BC298853,242950,242950,83.55381765795431,83.55381765795431
droplethic,BC404139,306262,306262,81.7463478982048,81.7463478982048
droplethic,BC728881,266902,266902,84.84162726393957,84.84162726393957
droplethic,BC194362,280742,280742,83.63408396321178,83.63408396321178
droplethic,BC393079,252800,252800,85.30696202531645,85.30696202531645
droplethic,BC320268,321894,321894,83.0459716552654,83.0459716552654
droplethic,BC115860,210370,210370,82.54313828017303,82.54313828017303
droplethic,BC584469,262996,262996,85.99522426196596,85.99522426196596
droplethic,BC419758,167332,167332,82.22695001553797,82.22695001553797
droplethic,BC13905,289704,289704,85.49899207466932,85.49899207466932
droplethic,BC450434,218662,218662,85.75061053132231,85.75061053132231
droplethic,BC621051,407254,407254,85.30253846493834,85.30253846493834
droplethic,BC657117,232820,232820,80.49823898290525,80.49823898290525
droplethic,BC692056,246666,246666,84.51185003202711,84.51185003202711
droplethic,BC261637,269758,269758,85.65010120181793,85.65010120181793
droplethic,BC69848,252214,252214,85.00321155843847,85.00321155843847
droplethic,BC628808,323604,323604,84.4377696196586,84.4377696196586
droplethic,BC252693,220832,220832,83.85378930589769,83.85378930589769
droplethic,BC515731,131972,131972,84.49822689661444,84.49822689661444
droplethic,BC180856,241506,241506,82.50395435310095,82.50395435310095
droplethic,BC441700,187268,187268,82.12828673345152,82.12828673345152
droplethic,BC540314,254792,254792,85.13375616188891,85.13375616188891
droplethic,BC427569,377618,377618,84.88048768861654,84.88048768861654
droplethic,BC594495,322082,322082,84.54306667246229,84.54306667246229
droplethic,BC431908,263250,263250,85.62886989553657,85.62886989553657
droplethic,BC555383,348268,348268,85.45430530510986,85.45430530510986
droplethic,BC114407,409430,409430,83.28945118823731,83.28945118823731
droplethic,BC80285,282356,282356,84.51883437929422,84.51883437929422
droplethic,BC659419,237136,237136,84.20062748802376,84.20062748802376
droplethic,BC615882,366184,366184,84.66672492517424,84.66672492517424
droplethic,BC734829,231098,231098,81.90464651360028,81.90464651360028
droplethic,BC132332,229116,229116,85.275580928438,85.275580928438
droplethic,BC138225,264378,264378,85.02976798372028,85.02976798372028
droplethic,BC209729,358098,358098,84.33892398170333,84.33892398170333
droplethic,BC428446,314078,314078,82.52281280446259,82.52281280446259
droplethic,BC488154,204022,204022,80.20801678250385,80.20801678250385
droplethic,BC723776,291862,291862,85.64252968868848,85.64252968868848
droplethic,BC400009,255772,255772,84.97333562704283,84.97333562704283
droplethic,BC185051,261418,261418,84.34384778400876,84.34384778400876
droplethic,BC483567,227242,227242,84.4421365768652,84.4421365768652
droplethic,BC52738,314564,314564,85.07648681985224,85.07648681985224
droplethic,BC430184,370002,370002,84.16278830925238,84.16278830925238
droplethic,BC77300,435748,435748,83.21598722197233,83.21598722197233
droplethic,BC292771,224632,224632,86.28245307881335,86.28245307881335
droplethic,BC304222,295148,295148,84.07781858592978,84.07781858592978
droplethic,BC311658,240116,240116,84.98142564427194,84.98142564427194
droplethic,BC371339,269064,269064,84.99687806618499,84.99687806618499
droplethic,BC612355,245600,245600,84.98452768729642,84.98452768729642
droplethic,BC576758,409662,409662,82.46163910736168,82.46163910736168
droplethic,BC200816,285282,285282,83.39888250923647,83.39888250923647
droplethic,BC735120,186906,186906,83.16265930467722,83.16265930467722
droplethic,BC383953,266756,266756,84.09032973953725,84.09032973953725
droplethic,BC713869,229710,229710,84.94188324409038,84.94188324409038
droplethic,BC691235,225708,225708,83.89955163308345,83.89955163308345
droplethic,BC239561,358386,358386,83.35202826003248,83.35202826003248
droplethic,BC467099,279748,279748,85.12947366915938,85.12947366915938
droplethic,BC512862,258606,258606,84.85340634014679,84.85340634014679
droplethic,BC683813,239450,239450,83.2182083942368,83.2182083942368
droplethic,BC593919,244286,244286,84.32411190162351,84.32411190162351
droplethic,BC484877,393804,393804,84.01489065626555,84.01489065626555
droplethic,BC122667,316692,316692,83.54805299786544,83.54805299786544
droplethic,BC29871,359892,359892,84.80044013203961,84.80044013203961
droplethic,BC483219,209940,209940,83.14851862436886,83.14851862436886
droplethic,BC620098,202280,202280,86.35752422384813,86.35752422384813
droplethic,BC633067,295680,295680,81.67207792207792,81.67207792207792
droplethic,BC695223,372936,372936,84.93950704678551,84.93950704678551
droplethic,BC645949,426314,426314,83.26538654606698,83.26538654606698
droplethic,BC439155,192906,192906,84.90249136885322,84.90249136885322
droplethic,BC475905,354508,354508,84.38511965879472,84.38511965879472
droplethic,BC565309,295920,295920,86.04622871046229,86.04622871046229
droplethic,BC727715,135614,135614,85.55458875927265,85.55458875927265
droplethic,BC99705,240558,240558,86.52466349071742,86.52466349071742
droplethic,BC179466,503818,503818,84.99339047036827,84.99339047036827
droplethic,BC267963,235872,235872,84.62386379053046,84.62386379053046
droplethic,BC645099,243778,243778,84.6475071581521,84.6475071581521
droplethic,BC337046,343058,343058,86.1679366171318,86.1679366171318
droplethic,BC680147,225152,225152,83.30816515065378,83.30816515065378
droplethic,BC89866,282406,282406,84.9231248627862,84.9231248627862
droplethic,BC318729,224542,224542,83.66987022472411,83.66987022472411
droplethic,BC300357,90838,90838,86.97021070477113,86.97021070477113
droplethic,BC279024,127402,127402,84.11327922638577,84.11327922638577
droplethic,BC440799,346068,346068,84.36607834298462,84.36607834298462
droplethic,BC604186,370674,370674,83.57586450627775,83.57586450627775
droplethic,BC281786,269848,269848,84.83887225400966,84.83887225400966
droplethic,BC568779,236324,236324,82.85404783263655,82.85404783263655
droplethic,BC502986,215078,215078,87.4994188154995,87.4994188154995
droplethic,BC617134,243800,243800,85.31829368334701,85.31829368334701
droplethic,BC222914,407632,407632,83.35753817168427,83.35753817168427
droplethic,BC537765,282888,282888,83.95548768417183,83.95548768417183
droplethic,BC416943,244276,244276,84.96045456778398,84.96045456778398
droplethic,BC22663,262112,262112,84.09229642290319,84.09229642290319
droplethic,BC249091,171812,171812,86.35601704188299,86.35601704188299
droplethic,BC696257,203084,203084,85.87973449410096,85.87973449410096
droplethic,BC46179,202490,202490,85.24174033285594,85.24174033285594
droplethic,BC149026,320326,320326,83.98007030337844,83.98007030337844
droplethic,BC145044,222702,222702,85.71184811990912,85.71184811990912
droplethic,BC337354,243372,243372,86.18246963496212,86.18246963496212
droplethic,BC382272,291372,291372,84.2785168101259,84.2785168101259
droplethic,BC676235,215494,215494,84.27798453785256,84.27798453785256
droplethic,BC141815,341260,341260,83.66992908632714,83.66992908632714
droplethic,BC337641,289216,289216,86.43505200265545,86.43505200265545
droplethic,BC716825,290044,290044,84.35685620112811,84.35685620112811
droplethic,BC93311,320012,320012,84.81619439271027,84.81619439271027
droplethic,BC512796,241088,241088,85.46339925670294,85.46339925670294
droplethic,BC74979,258858,258858,84.74144125350578,84.74144125350578
droplethic,BC369726,289834,289834,83.7824409834595,83.7824409834595
droplethic,BC572614,415202,415202,83.40229575002047,83.40229575002047
droplethic,BC103885,357540,357540,83.55988141187,83.55988141187
droplethic,BC20844,240546,240546,83.549923923075,83.549923923075
droplethic,BC251679,360118,360118,83.25326698471056,83.25326698471056
droplethic,BC616670,397190,397190,85.01422493013419,85.01422493013419
droplethic,BC430153,231934,231934,81.84052359723024,81.84052359723024
